config_name,seed,factor_probe_fast_l1,factor_probe_fast_l2,factor_probe_fast_l3,factor_probe_fast_l4,factor_probe_fast_l5,factor_probe_fast_l6,factor_probe_mid_l1,factor_probe_mid_l2,factor_probe_mid_l3,factor_probe_mid_l4,factor_probe_mid_l5,factor_probe_mid_l6,factor_probe_slow_l1,factor_probe_slow_l2,factor_probe_slow_l3,factor_probe_slow_l4,factor_probe_slow_l5,factor_probe_slow_l6,factor_probe_context_l1,factor_probe_context_l2,factor_probe_context_l3,factor_probe_context_l4,factor_probe_context_l5,factor_probe_context_l6,factor_probe_nuisance_l1,factor_probe_nuisance_l2,factor_probe_nuisance_l3,factor_probe_nuisance_l4,factor_probe_nuisance_l5,factor_probe_nuisance_l6,mean_factor_probe_accuracy
temp_001,0,0.53778076171875,0.4691162109375,0.57489013671875,0.50244140625,0.507080078125,0.43890380859375,0.5184326171875,0.4705810546875,0.495025634765625,0.52728271484375,0.453338623046875,0.50384521484375,0.581512451171875,0.450592041015625,0.49530029296875,0.451385498046875,0.484649658203125,0.611358642578125,0.538726806640625,0.628997802734375,0.4888916015625,0.567230224609375,0.521148681640625,0.551239013671875,0.468048095703125,0.5806884765625,0.479034423828125,0.51776123046875,0.50506591796875,0.4300537109375,0.5116800944010417
temp_001,1,0.55224609375,0.430877685546875,0.514007568359375,0.45196533203125,0.5335693359375,0.547393798828125,0.474090576171875,0.5703125,0.43707275390625,0.535400390625,0.468780517578125,0.4761962890625,0.517059326171875,0.451812744140625,0.595611572265625,0.580902099609375,0.47637939453125,0.48907470703125,0.467620849609375,0.550567626953125,0.590087890625,0.552032470703125,0.501861572265625,0.455596923828125,0.521881103515625,0.485809326171875,0.45953369140625,0.3953857421875,0.516082763671875,0.503814697265625,0.5034342447916667
temp_001,2,0.56683349609375,0.5364990234375,0.492828369140625,0.60760498046875,0.458221435546875,0.522125244140625,0.489471435546875,0.5540771484375,0.56207275390625,0.511627197265625,0.528411865234375,0.494415283203125,0.543060302734375,0.515655517578125,0.515167236328125,0.54241943359375,0.508331298828125,0.577728271484375,0.5899658203125,0.502960205078125,0.569305419921875,0.540008544921875,0.4979248046875,0.6011962890625,0.4708251953125,0.48565673828125,0.46014404296875,0.429046630859375,0.547882080078125,0.40386962890625,0.5208445231119792
temp_001,3,0.570037841796875,0.476287841796875,0.5753173828125,0.55059814453125,0.54296875,0.579986572265625,0.46685791015625,0.508056640625,0.501190185546875,0.566680908203125,0.5279541015625,0.465087890625,0.41937255859375,0.430145263671875,0.454132080078125,0.59613037109375,0.4930419921875,0.482574462890625,0.577880859375,0.533416748046875,0.48797607421875,0.474334716796875,0.500274658203125,0.5040283203125,0.46771240234375,0.48956298828125,0.510955810546875,0.436248779296875,0.51593017578125,0.494140625,0.5066294352213542
temp_001,4,0.553436279296875,0.48638916015625,0.54180908203125,0.5609130859375,0.47528076171875,0.550018310546875,0.407470703125,0.5904541015625,0.43603515625,0.55291748046875,0.521026611328125,0.564056396484375,0.500335693359375,0.609649658203125,0.505126953125,0.461517333984375,0.430633544921875,0.522674560546875,0.612701416015625,0.449432373046875,0.4984130859375,0.6453857421875,0.59661865234375,0.540008544921875,0.50543212890625,0.43438720703125,0.493316650390625,0.413055419921875,0.547210693359375,0.44775390625,0.5151153564453125
hier_x3,0,0.527801513671875,0.467620849609375,0.5692138671875,0.509490966796875,0.5048828125,0.439849853515625,0.524383544921875,0.470001220703125,0.49383544921875,0.537811279296875,0.446929931640625,0.502166748046875,0.578369140625,0.442535400390625,0.49444580078125,0.4501953125,0.49151611328125,0.606719970703125,0.5506591796875,0.6512451171875,0.50335693359375,0.55010986328125,0.5242919921875,0.548004150390625,0.463836669921875,0.581634521484375,0.473663330078125,0.519256591796875,0.500457763671875,0.43280029296875,0.5119028727213542
hier_x3,1,0.53729248046875,0.434722900390625,0.512664794921875,0.4500732421875,0.530670166015625,0.550506591796875,0.473968505859375,0.57000732421875,0.431243896484375,0.546539306640625,0.4671630859375,0.477447509765625,0.5245361328125,0.450164794921875,0.596282958984375,0.577911376953125,0.470550537109375,0.48553466796875,0.478607177734375,0.553619384765625,0.584320068359375,0.56378173828125,0.508544921875,0.451385498046875,0.516876220703125,0.490509033203125,0.454986572265625,0.394683837890625,0.51593017578125,0.506378173828125,0.5035634358723958
hier_x3,2,0.5660400390625,0.53240966796875,0.492767333984375,0.60546875,0.45654296875,0.5198974609375,0.485870361328125,0.560760498046875,0.560028076171875,0.505035400390625,0.5289306640625,0.49407958984375,0.541656494140625,0.504547119140625,0.512451171875,0.538787841796875,0.509063720703125,0.577301025390625,0.587493896484375,0.51495361328125,0.562652587890625,0.55181884765625,0.489410400390625,0.603790283203125,0.472808837890625,0.48480224609375,0.463104248046875,0.436065673828125,0.55328369140625,0.4012451171875,0.5204355875651042
hier_x3,3,0.57257080078125,0.477325439453125,0.580841064453125,0.5499267578125,0.543548583984375,0.576416015625,0.468170166015625,0.506805419921875,0.495391845703125,0.56402587890625,0.5283203125,0.463897705078125,0.42218017578125,0.432220458984375,0.461669921875,0.585113525390625,0.4901123046875,0.4837646484375,0.576751708984375,0.553985595703125,0.480224609375,0.478240966796875,0.503631591796875,0.50933837890625,0.469482421875,0.4923095703125,0.514434814453125,0.438079833984375,0.511199951171875,0.492462158203125,0.5074147542317708
hier_x3,4,0.549407958984375,0.494598388671875,0.54376220703125,0.558258056640625,0.47735595703125,0.546356201171875,0.40887451171875,0.5894775390625,0.4381103515625,0.54608154296875,0.520172119140625,0.560577392578125,0.498748779296875,0.6080322265625,0.4940185546875,0.466156005859375,0.428070068359375,0.521087646484375,0.599090576171875,0.44024658203125,0.5013427734375,0.645843505859375,0.59234619140625,0.540283203125,0.513763427734375,0.438934326171875,0.497528076171875,0.416473388671875,0.54949951171875,0.446441650390625,0.5143646240234375
temp_003_hier_x3,0,0.529388427734375,0.467620849609375,0.5692138671875,0.509429931640625,0.5048828125,0.439849853515625,0.523956298828125,0.470001220703125,0.493896484375,0.537811279296875,0.446929931640625,0.50213623046875,0.577423095703125,0.44256591796875,0.494415283203125,0.4501953125,0.49151611328125,0.606719970703125,0.55010986328125,0.651214599609375,0.503387451171875,0.55010986328125,0.5242919921875,0.548004150390625,0.463897705078125,0.581634521484375,0.473602294921875,0.519256591796875,0.50042724609375,0.43280029296875,0.5118896484375
temp_003_hier_x3,1,0.53912353515625,0.434661865234375,0.51263427734375,0.4500732421875,0.53070068359375,0.550506591796875,0.47369384765625,0.57000732421875,0.431243896484375,0.546539306640625,0.4671630859375,0.477508544921875,0.523834228515625,0.450164794921875,0.596282958984375,0.577911376953125,0.470550537109375,0.48553466796875,0.477996826171875,0.553619384765625,0.584320068359375,0.56378173828125,0.50860595703125,0.451385498046875,0.516571044921875,0.490509033203125,0.454986572265625,0.394683837890625,0.51593017578125,0.506378173828125,0.5035634358723958
temp_003_hier_x3,2,0.567474365234375,0.532379150390625,0.492767333984375,0.60540771484375,0.45654296875,0.5198974609375,0.48553466796875,0.56072998046875,0.560028076171875,0.5050048828125,0.5289306640625,0.49407958984375,0.540985107421875,0.504547119140625,0.512481689453125,0.538787841796875,0.509063720703125,0.577301025390625,0.58709716796875,0.514923095703125,0.562652587890625,0.5517578125,0.4893798828125,0.603790283203125,0.472808837890625,0.48480224609375,0.463104248046875,0.436065673828125,0.553314208984375,0.4012451171875,0.5204294840494792
temp_003_hier_x3,3,0.574462890625,0.477325439453125,0.58087158203125,0.5499267578125,0.543548583984375,0.576416015625,0.467803955078125,0.506805419921875,0.495391845703125,0.56402587890625,0.5283203125,0.463897705078125,0.42144775390625,0.432220458984375,0.461700439453125,0.585113525390625,0.4901123046875,0.4837646484375,0.5765380859375,0.553985595703125,0.480194091796875,0.478240966796875,0.503631591796875,0.50933837890625,0.469207763671875,0.4923095703125,0.514404296875,0.4381103515625,0.51123046875,0.492462158203125,0.5074269612630208
temp_003_hier_x3,4,0.551177978515625,0.494598388671875,0.543792724609375,0.558258056640625,0.47735595703125,0.546356201171875,0.408721923828125,0.5894775390625,0.4381103515625,0.546051025390625,0.520233154296875,0.560577392578125,0.498046875,0.6080322265625,0.4940185546875,0.466156005859375,0.428070068359375,0.521087646484375,0.5985107421875,0.44024658203125,0.5013427734375,0.645843505859375,0.59234619140625,0.540283203125,0.513702392578125,0.438934326171875,0.497528076171875,0.416473388671875,0.549560546875,0.446441650390625,0.5143778483072917
