config_name,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
coarse_protected_fine_x3,boundary_auprc_overall,0.30435179597017736,0.010803386327572488,0.004831421243128778,0.2956619860061589,0.3145032265813069,5
coarse_protected_fine_x3,boundary_auprc_macro,0.09400878614884262,0.011406528020898102,0.005101154408396859,0.0842672904834025,0.10386112263992955,5
coarse_protected_fine_x3,factor_probe_accuracy,0.4175760904947916,0.00886635219973437,0.003965153246212169,0.41028177897135415,0.42486487833658854,5
coarse_protected_fine_x3,effective_rank,7.089242649078369,0.4376582361351822,0.19572671338218442,6.696022987365723,7.486350708007812,5
coarse_protected_fine_x3,dead_feature_ratio,0.001085662841796875,0.0008198550345176951,0.00036665031777540055,0.00047149658203125,0.00189056396484375,5
coarse_protected_fine_x3,topk_utilization_entropy,0.04767815776342217,0.02995980518901843,0.013398432199059227,0.024765795323453733,0.0776595135955677,5
coarse_protected_fine_x3,revisit_similarity,0.2079359238120911,0.1362464222643111,0.06093125237482809,0.09016251057265459,0.32512227647234826,5
coarse_protected_fine_x3,nuisance_sensitivity,0.7784901936848959,0.027250919803354538,0.012186981825939188,0.7550008138020834,0.8002156575520833,5
coarse_protected_total_matched,full_prefix_gain,0.006152289597167892,0.0009400699461517539,0.0004204120606399777,0.005384508231023988,0.007021076223371492,5
coarse_protected_total_matched,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
coarse_protected_total_matched,strict_monotonic_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
coarse_protected_total_matched,nondegrading_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
coarse_protected_total_matched,boundary_auprc_overall,0.30984971855169297,0.01354567932184163,0.006057811953010227,0.2994656935183032,0.3229444268663647,5
coarse_protected_total_matched,boundary_auprc_macro,0.10093262023920568,0.014300569984217975,0.006395409320340897,0.08917582274682131,0.11431232394352282,5
coarse_protected_total_matched,factor_probe_accuracy,0.42388753255208333,0.008771408166230834,0.003922692983617784,0.41643879191080724,0.43172871907552085,5
coarse_protected_total_matched,effective_rank,7.134916305541992,0.41173494343821915,0.1841334644479778,6.76040563583374,7.496970558166504,5
coarse_protected_total_matched,dead_feature_ratio,0.000920867919921875,0.0006714109936573895,0.0003002641245317206,0.000395965576171875,0.001578521728515625,5
coarse_protected_total_matched,topk_utilization_entropy,0.041681939302290465,0.025670567929676497,0.011480226982356538,0.021376216275376936,0.06654813476670793,5
coarse_protected_total_matched,revisit_similarity,0.23505735365445854,0.1431878597640234,0.06403555759701265,0.11213261009063875,0.35799321357551644,5
coarse_protected_total_matched,nuisance_sensitivity,0.7575429280598959,0.027456903399485196,0.012279100490578792,0.7345062255859376,0.7805796305338542,5
early_protected_late_x3,full_prefix_gain,0.00490745941570796,0.0006817079077619399,0.0003048690445109708,0.0043454177227669755,0.005537509549718012,5
early_protected_late_x3,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
early_protected_late_x3,strict_monotonic_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
early_protected_late_x3,nondegrading_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
early_protected_late_x3,boundary_auprc_overall,0.3004101818231192,0.00928810977682622,0.004153768968692766,0.29248889706467107,0.308703525709494,5
early_protected_late_x3,boundary_auprc_macro,0.08942282026946306,0.01067027735971804,0.004771893103021303,0.08043460847487324,0.09916776354591716,5
early_protected_late_x3,factor_probe_accuracy,0.4156699625651042,0.007075494163630464,0.0031642571848561475,0.4096527099609375,0.42161641438802083,5
early_protected_late_x3,effective_rank,7.05711669921875,0.46577222813347635,0.20829967282759862,6.655056953430176,7.487793853282928,5
early_protected_late_x3,dead_feature_ratio,0.00114593505859375,0.0008458676376407814,0.0003782835075463894,0.0004852294921875,0.001976776123046875,5
early_protected_late_x3,topk_utilization_entropy,0.04980942607811082,0.03069043797733706,0.013725181115313363,0.025405430641586756,0.07953896115925617,5
early_protected_late_x3,revisit_similarity,0.18402338509513785,0.1284087757249727,0.057426150285712754,0.07961445046652364,0.29761612475711235,5
early_protected_late_x3,nuisance_sensitivity,0.7836629231770834,0.024970468324331363,0.011167132920642038,0.7612548828124999,0.80362548828125,5
