config_name,seed,prefix_level,boundary_type,boundary_readout_source,score_formula,normalization,probe_or_threshold_model,validation_threshold_policy,test_evaluation_policy,auprc,precision,recall,f1,positive_rate,predicted_positive_rate,validation_selected_threshold,test_score_mean_positive,test_score_mean_negative,test_score_std_positive,test_score_std_negative,score_separation_effect_size
baseline_v9,0,3,fast,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5000922736220472,0.6667486826187693,0.9921875,0.496185302734375,0.24148588627576828,0.2529086768627167,0.0,0.11704184114933014,0.0,2.1308140869142953
baseline_v9,0,3,mid,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7765795738763044,0.7431291263626593,0.6098790322580645,0.6699425565783099,0.2421875,0.198760986328125,0.32967628240585334,0.37225091457366943,0.2121610790491104,0.12984821200370789,0.08363253623247147,1.3487938845715832
baseline_v9,0,3,slow,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6408544952346361,0.5652874798495433,0.5870535714285714,0.5759649603065974,0.0546875,0.056793212890625,0.44568185627460477,0.4925365447998047,0.23695579171180725,0.1522432118654251,0.09994705021381378,2.153326947021612
baseline_v9,0,3,context,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.5801391485230004,0.48909657320872274,0.61328125,0.5441941074523396,0.0078125,0.009796142578125,0.6316257512569415,0.6777230501174927,0.24757228791713715,0.15052542090415955,0.11213629692792892,3.6241196425655646
baseline_v9,0,3,macro,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6408544952346361,0.5652874798495433,0.5870535714285714,0.5759649603065974,0.0546875,0.056793212890625,0.44568185627460477,0.4925365447998047,0.23695579171180725,0.1522432118654251,0.09994705021381378,2.153326947021612
baseline_v9,0,4,fast,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.500123031496063,0.6667760190273108,0.9921875,0.4962158203125,0.2516705393791199,0.2594694495201111,0.0,0.1176743432879448,0.0,2.172762441053307
baseline_v9,0,4,mid,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7721307030817008,0.7045582442318514,0.6310483870967742,0.6657803775591598,0.2421875,0.2169189453125,0.329038211107254,0.37750548124313354,0.2190716713666916,0.1293233186006546,0.08599060773849487,1.3267035180025388
baseline_v9,0,4,slow,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6395134314460386,0.611749680715198,0.5345982142857143,0.570577724836212,0.0546875,0.04779052734375,0.46808783411979665,0.4968896508216858,0.24359002709388733,0.15149010717868805,0.1012398824095726,2.121097145681646
baseline_v9,0,4,context,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.577976107586165,0.48466257668711654,0.6171875,0.5429553264604812,0.0078125,0.00994873046875,0.6337570840120309,0.6806957721710205,0.254109650850296,0.14972136914730072,0.1130266785621643,3.572175082633145
baseline_v9,0,4,macro,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6395134314460386,0.611749680715198,0.5345982142857143,0.570577724836212,0.0546875,0.04779052734375,0.46808783411979665,0.4968896508216858,0.24359002709388733,0.15149010717868805,0.1012398824095726,2.121097145681646
baseline_v9,0,5,fast,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5009842519685039,0.6675409836065573,0.9921875,0.4970703125,0.26412224769592285,0.26765885949134827,0.0,0.11901374161243439,0.0,2.214482580378797
baseline_v9,0,5,mid,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7639314125037814,0.7487550200803212,0.5873235887096774,0.6582868441494245,0.2421875,0.189971923828125,0.3493667608499527,0.3844616115093231,0.22757074236869812,0.1291079968214035,0.08938244730234146,1.2980407126917228
baseline_v9,0,5,slow,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6345489978622216,0.56243272335845,0.5831473214285714,0.5726027397260274,0.0546875,0.05670166015625,0.45775773644447326,0.5027275085449219,0.2518477737903595,0.15075817704200745,0.10342712700366974,2.0756600526499276
baseline_v9,0,5,context,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.5721944229868426,0.48466257668711654,0.6171875,0.5429553264604812,0.0078125,0.00994873046875,0.6378445714712121,0.6849599480628967,0.2622654438018799,0.14864526689052582,0.11469142884016037,3.4971740456740967
baseline_v9,0,5,macro,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6345489978622216,0.56243272335845,0.5831473214285714,0.5726027397260274,0.0546875,0.05670166015625,0.45775773644447326,0.5027275085449219,0.2518477737903595,0.15075817704200745,0.10342712700366974,2.0756600526499276
baseline_v9,0,6,fast,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5007074311023622,0.6672951978848558,0.9921875,0.496795654296875,0.2753450572490692,0.2758946418762207,0.0,0.12019859999418259,0.0,2.258333797985737
baseline_v9,0,6,mid,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7594031698371118,0.8159414709279939,0.5340221774193549,0.6455445544554456,0.2421875,0.15850830078125,0.37127964496612553,0.39182499051094055,0.23600047826766968,0.12892526388168335,0.0922059491276741,1.2755005322339732
baseline_v9,0,6,slow,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6327666637435636,0.5094001790510295,0.6350446428571429,0.5653253849975162,0.0546875,0.06817626953125,0.4484078890085219,0.5095614790916443,0.26009657979011536,0.1496121883392334,0.10530904680490494,2.0419933119125515
baseline_v9,0,6,context,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.568116772729143,0.48466257668711654,0.6171875,0.5429553264604812,0.0078125,0.00994873046875,0.6447551578283309,0.6897074580192566,0.27046388387680054,0.1479036808013916,0.11617642641067505,3.431715551398867
baseline_v9,0,6,macro,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6327666637435636,0.5094001790510295,0.6350446428571429,0.5653253849975162,0.0546875,0.06817626953125,0.4484078890085219,0.5095614790916443,0.26009657979011536,0.1496121883392334,0.10530904680490494,2.0419933119125515
baseline_v9,1,1,fast,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.507935531496063,0.6736833516909395,0.9921875,0.50396728515625,0.2354084849357605,0.2479417771100998,0.0,0.11694857478141785,0.0,2.0920084733590185
baseline_v9,1,1,mid,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7276770563554459,0.6563007030827475,0.6116431451612904,0.6331854943908165,0.2421875,0.2257080078125,0.31373125553131104,0.3602811098098755,0.20948338508605957,0.13136844336986542,0.0866781622171402,1.272355637530974
baseline_v9,1,1,slow,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4972343555438856,0.47796432318992654,0.5083705357142857,0.4926987560843699,0.0546875,0.05816650390625,0.44186493039131164,0.4602002501487732,0.2336132526397705,0.14658351242542267,0.10396381467580795,1.9118275438161458
baseline_v9,1,1,context,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4034841495572417,0.35782747603833864,0.4375,0.3936731107205623,0.0078125,0.009552001953125,0.6092221271991728,0.6041592359542847,0.24318461120128632,0.17834271490573883,0.11352890729904175,3.045723001797842
baseline_v9,1,1,macro,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4972343555438856,0.47796432318992654,0.5083705357142857,0.4926987560843699,0.0546875,0.05816650390625,0.44186493039131164,0.4602002501487732,0.2336132526397705,0.14658351242542267,0.10396381467580795,1.9118275438161458
baseline_v9,1,2,fast,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5067052165354331,0.6726003347895317,0.9921875,0.50274658203125,0.24028554558753967,0.2525220811367035,0.0,0.1167476698756218,0.0,2.1328436338432963
baseline_v9,1,2,mid,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7250359177714567,0.6565382528486163,0.6098790322580645,0.6323490985105826,0.2421875,0.2249755859375,0.317763044834137,0.36386871337890625,0.21433374285697937,0.13078199326992035,0.08727004379034042,1.2629973128646146
baseline_v9,1,2,slow,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49607416457284215,0.4477545575811472,0.5619419642857143,0.49839148725562976,0.0546875,0.068634033203125,0.4290646123886107,0.46321234107017517,0.23824644088745117,0.14604657888412476,0.10405341535806656,1.9000995314021631
baseline_v9,1,2,context,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4031919548902533,0.3670886075949367,0.453125,0.4055944055944056,0.0078125,0.0096435546875,0.6113837122917174,0.6067112684249878,0.2477448284626007,0.17747816443443298,0.11346139013767242,3.031890450097705
baseline_v9,1,2,macro,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49607416457284215,0.4477545575811472,0.5619419642857143,0.49839148725562976,0.0546875,0.068634033203125,0.4290646123886107,0.46321234107017517,0.23824644088745117,0.14604657888412476,0.10405341535806656,1.9000995314021631
baseline_v9,1,3,fast,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.507074311023622,0.6729254255275725,0.9921875,0.50311279296875,0.24523576349020004,0.25674697756767273,0.0,0.11697482317686081,0.0,2.1631832105201183
baseline_v9,1,3,mid,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7216498726709542,0.6377524598653548,0.6207157258064516,0.6291187739463601,0.2421875,0.2357177734375,0.31814237266778944,0.3673045337200165,0.21876727044582367,0.13039754331111908,0.08838377892971039,1.251478467615649
baseline_v9,1,3,slow,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49508027131220395,0.4458204334365325,0.5625,0.49740932642487046,0.0546875,0.069000244140625,0.4323550131916999,0.46625128388404846,0.2425050288438797,0.14556416869163513,0.10458751022815704,1.88514056486633
baseline_v9,1,3,context,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4030285489638449,0.359375,0.44921875,0.3993055555555556,0.0078125,0.009765625,0.6137255781888952,0.609278678894043,0.2519495189189911,0.17670145630836487,0.11381878703832626,3.0106233257743127
baseline_v9,1,3,macro,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49508027131220395,0.4458204334365325,0.5625,0.49740932642487046,0.0546875,0.069000244140625,0.4323550131916999,0.46625128388404846,0.2425050288438797,0.14556416869163513,0.10458751022815704,1.88514056486633
baseline_v9,1,4,fast,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5067359744094488,0.6726274317676119,0.9921875,0.502777099609375,0.25097762048244476,0.2623235881328583,0.0,0.117122583091259,0.0,2.205729019701731
baseline_v9,1,4,mid,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7223048896168094,0.653293575494714,0.6073588709677419,0.6294893561447041,0.2421875,0.22515869140625,0.32825992345809935,0.37241628766059875,0.224434956908226,0.12992802262306213,0.08925007283687592,1.244290374105719
baseline_v9,1,4,slow,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4954153125620792,0.4766649187205034,0.5072544642857143,0.49148418491484186,0.0546875,0.058197021484375,0.45303258538246155,0.47083568572998047,0.24809293448925018,0.14494767785072327,0.10504023730754852,1.8729164000724559
baseline_v9,1,4,context,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.40149599822745674,0.3665594855305466,0.4453125,0.4021164021164021,0.0078125,0.009490966796875,0.6184865373373024,0.6127471923828125,0.2574988007545471,0.17601686716079712,0.11412889510393143,2.987080545040319
baseline_v9,1,4,macro,latent prefix z1:z4,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.4954153125620792,0.4766649187205034,0.5072544642857143,0.49148418491484186,0.0546875,0.058197021484375,0.45303258538246155,0.47083568572998047,0.24809293448925018,0.14494767785072327,0.10504023730754852,1.8729164000724559
baseline_v9,1,5,fast,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5067667322834646,0.6726545276394219,0.9921875,0.5028076171875,0.2611778825521469,0.2709672749042511,0.0,0.11766801029443741,0.0,2.2654091530527296
baseline_v9,1,5,mid,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7181091510416496,0.6202594810379242,0.6265120967741935,0.623370110330993,0.2421875,0.24462890625,0.33018964529037476,0.3795837461948395,0.23346132040023804,0.12912523746490479,0.09153831005096436,1.2216496659175171
baseline_v9,1,5,slow,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49300319894810024,0.4419840566873339,0.5569196428571429,0.4928395061728395,0.0546875,0.06890869140625,0.44366884171962734,0.4767667353153229,0.2568221688270569,0.14390888810157776,0.10625799745321274,1.8388361999167573
baseline_v9,1,5,context,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.3995983531974101,0.3625,0.453125,0.40277777777777773,0.0078125,0.009765625,0.6225226759910583,0.6172716617584229,0.26610687375068665,0.17462041974067688,0.11496029794216156,2.9358966881283206
baseline_v9,1,5,macro,latent prefix z1:z5,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49300319894810024,0.4419840566873339,0.5569196428571429,0.4928395061728395,0.0546875,0.06890869140625,0.44366884171962734,0.4767667353153229,0.2568221688270569,0.14390888810157776,0.10625799745321274,1.8388361999167573
baseline_v9,1,6,fast,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5052903543307087,0.6713526767470371,0.9921875,0.5013427734375,0.26780858635902405,0.2759055495262146,0.0,0.11802133172750473,0.0,2.2983920878218145
baseline_v9,1,6,mid,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7156287855541583,0.6188452886778305,0.623991935483871,0.6214079558288368,0.2421875,0.24420166015625,0.33565788030624394,0.38372817635536194,0.2386023998260498,0.12875306606292725,0.09282718598842621,1.2089497187959812
baseline_v9,1,6,slow,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49271633966237854,0.44228217602830605,0.5580357142857143,0.49346163335800636,0.0546875,0.069000244140625,0.4474632316827774,0.4804503619670868,0.2617921829223633,0.1433752477169037,0.10695809870958328,1.8215009792913508
baseline_v9,1,6,context,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.3988147884753215,0.3605015673981191,0.44921875,0.39999999999999997,0.0078125,0.009735107421875,0.6256754738092423,0.6201732754707336,0.27102231979370117,0.1739007532596588,0.11546963453292847,2.9085525657658797
baseline_v9,1,6,macro,latent prefix z1:z6,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.49271633966237854,0.44228217602830605,0.5580357142857143,0.49346163335800636,0.0546875,0.069000244140625,0.4474632316827774,0.4804503619670868,0.2617921829223633,0.1433752477169037,0.10695809870958328,1.8215009792913508
baseline_v9,2,1,fast,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5029835137795275,0.6693134145093625,0.9921875,0.499053955078125,0.23033110052347183,0.2410186231136322,0.0,0.11191273480653763,0.0,2.123953486186994
baseline_v9,2,1,mid,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.7039592389245287,0.5583254444093826,0.6688508064516129,0.6086109040875995,0.2421875,0.290130615234375,0.2842896270751953,0.3441064655780792,0.20558831095695496,0.12915335595607758,0.08375178277492523,1.2206779443305409
baseline_v9,2,1,slow,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6350112937667128,0.6226650062266501,0.5580357142857143,0.5885815185403179,0.0546875,0.04901123046875,0.4284157320857041,0.4666387736797333,0.22597433626651764,0.159256249666214,0.09480041265487671,2.1208322586924586
baseline_v9,2,1,context,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.69671505156617,0.5498392282958199,0.66796875,0.6031746031746031,0.0078125,0.009490966796875,0.590511171817779,0.6891356706619263,0.23559236526489258,0.19628915190696716,0.10520391166210175,3.9968068533054235
baseline_v9,2,1,macro,latent prefix z1:z1,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6350112937667128,0.6226650062266501,0.5580357142857143,0.5885815185403179,0.0546875,0.04901123046875,0.4284157320857041,0.4666387736797333,0.22597433626651764,0.159256249666214,0.09480041265487671,2.1208322586924586
baseline_v9,2,2,fast,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5013533464566929,0.6678685569122347,0.9921875,0.4974365234375,0.23730526119470596,0.24712827801704407,0.0,0.11158876866102219,0.0,2.1819258478880297
baseline_v9,2,2,mid,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.700382247062653,0.5480231730866958,0.6794354838709677,0.6066947960618846,0.2421875,0.300262451171875,0.28619172573089596,0.3488274812698364,0.2120787650346756,0.1283346265554428,0.08447132259607315,1.207371171818809
baseline_v9,2,2,slow,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6330638442159277,0.6171393341553637,0.55859375,0.5864089045108377,0.0546875,0.04949951171875,0.4316098317503929,0.4702741205692291,0.23217663168907166,0.15850402414798737,0.09495586156845093,2.1021919040321984
baseline_v9,2,2,context,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6961059685339811,0.5504885993485342,0.66015625,0.6003552397868561,0.0078125,0.009368896484375,0.5946128594875322,0.6916618347167969,0.24168212711811066,0.1955476552248001,0.10510090738534927,3.972925975581622
baseline_v9,2,2,macro,latent prefix z1:z2,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6330638442159277,0.6171393341553637,0.55859375,0.5864089045108377,0.0546875,0.04949951171875,0.4316098317503929,0.4702741205692291,0.23217663168907166,0.15850402414798737,0.09495586156845093,2.1021919040321984
baseline_v9,2,3,fast,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,1.0,1.0,0.5016916830708661,0.6681686909858058,0.9921875,0.497772216796875,0.24466121941804886,0.25417381525039673,0.0,0.11196662485599518,0.0,2.234468913129571
baseline_v9,2,3,mid,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6969131060333542,0.5444207533759773,0.6756552419354839,0.6029800393590103,0.2421875,0.300567626953125,0.29425686597824097,0.354950487613678,0.21934650838375092,0.12755215167999268,0.08614887297153473,1.192108934539303
baseline_v9,2,3,slow,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6318781035883098,0.6189889025893958,0.5602678571428571,0.588166373755126,0.0546875,0.04949951171875,0.4371655762195587,0.4753303527832031,0.23927904665470123,0.15740369260311127,0.09595521539449692,2.075152017245199
baseline_v9,2,3,context,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6943465222998932,0.5526315789473685,0.65625,0.6,0.0078125,0.00927734375,0.5990452784299848,0.6946532130241394,0.24870412051677704,0.19479133188724518,0.10577712953090668,3.9203856741277336
baseline_v9,2,3,macro,latent prefix z1:z3,L2 norm of temporal finite difference,none,validation-selected scalar threshold,maximize F1 on validation split,fixed validation threshold and threshold-free AUPRC,0.6318781035883098,0.6189889025893958,0.5602678571428571,0.588166373755126,0.0546875,0.04949951171875,0.4371655762195587,0.4753303527832031,0.23927904665470123,0.15740369260311127,0.09595521539449692,2.075152017245199
