variant,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
locked_hier_x3,boundary_f1_overall,0.597798087975384,0.023152320681356208,0.010354032576077345,0.5753296653126176,0.6141084758776043,5
locked_hier_x3,boundary_f1_macro,0.5491852138206297,0.033857464303286074,0.015141518345584042,0.5210044987654016,0.5772534576152223,5
locked_hier_x3,detached_probe_auprc,0.3555270879505204,0.028470083786461,0.01273220853432828,0.32987509256320946,0.3782918301043964,5
locked_hier_x3,factor_probe_accuracy,0.4211649576822916,0.005098617036065168,0.0022801708567760422,0.4166465250651042,0.425634765625,5
locked_hier_x3,full_prefix_gain,0.0037496192412495464,0.0013644450481932753,0.000610198375864628,0.0026227964301165363,0.004989412414990002,5
locked_hier_x3,effective_rank,7.347294712066651,0.15231178512871593,0.06811590106443008,7.19113187789917,7.45185432434082,5
locked_hier_x3,dead_feature_ratio,4.3487548828125e-05,1.4395112811365667e-05,6.437690157998348e-06,3.0517578125e-05,5.495071411132811e-05,5
locked_hier_x3,alive_feature_ratio,0.9999565124511719,1.4395112811365667e-05,6.437690157998348e-06,0.9999450492858887,0.999969482421875,5
locked_hier_x3,topk_utilization_entropy,0.0030980707186066036,0.0009262175505820671,0.0004142170810109704,0.0022585779439619896,0.003836796816590923,5
locked_hier_x3,revisit_similarity,0.6752144233499019,0.0559431967999818,0.0250185581846816,0.6252640350053427,0.7260041794501069,5
locked_hier_x3,nuisance_sensitivity,0.221820068359375,0.027027250721729044,0.012086953971743279,0.198187255859375,0.243963623046875,5
locked_hier_x3,prefix_nrmse_l1,0.9903498942222797,0.0003653390210801252,0.0001633845771936777,0.9900491583508579,0.9907260968409375,5
locked_hier_x3,prefix_nrmse_l2,0.990829293641198,0.0012569900616156578,0.000562143044962852,0.9897072780795378,0.9919076728096673,5
locked_hier_x3,prefix_nrmse_l3,0.9900888535064298,0.0017474321983042467,0.0007814754362960376,0.9887493806009772,0.9916892964328874,5
locked_hier_x3,prefix_nrmse_l4,0.9869333714178359,0.0022234561634240377,0.000994359825281406,0.9854641734714663,0.989080232476448,5
locked_hier_x3,prefix_nrmse_l5,0.9874719070747524,0.0009671598204992462,0.0004325270207485618,0.9867251220776287,0.9884017563734855,5
locked_hier_x3,prefix_nrmse_l6,0.9866002749810301,0.0015877181217854998,0.0007100491298841334,0.9850464199575504,0.987877041558803,5
locked_no_hier_loss,boundary_auprc_overall,0.7063879251492257,0.042365532406375424,0.01894644207272514,0.6636667725784636,0.7362380762175342,5
locked_no_hier_loss,boundary_auprc_macro,0.5929018206537993,0.05952691726422134,0.026621246698760943,0.5386577887849107,0.6411617195957804,5
locked_no_hier_loss,boundary_auprc_fast,1.0,0.0,0.0,1.0,1.0,5
locked_no_hier_loss,boundary_auprc_mid,0.7150258601968794,0.05265722768606005,0.023549028122542844,0.664969080659666,0.7575552125944134,5
locked_no_hier_loss,boundary_auprc_slow,0.5929018206537993,0.05952691726422134,0.026621246698760943,0.5386577887849107,0.6411617195957804,5
locked_no_hier_loss,boundary_auprc_context,0.6311101242416506,0.1283691055050481,0.057408409224026,0.513677884432019,0.7306320102308449,5
locked_no_hier_loss,boundary_f1_overall,0.5921368200029102,0.031132404459136998,0.01392283453472958,0.5601955402414261,0.6134266238833646,5
locked_no_hier_loss,boundary_f1_macro,0.5513941804848553,0.044198622488099755,0.01976622487904839,0.5111202882792716,0.5873502888383684,5
locked_no_hier_loss,detached_probe_auprc,0.3528268658927864,0.03460503945960581,0.015475844119148234,0.3241463993830517,0.38150733240252116,5
locked_no_hier_loss,factor_probe_accuracy,0.40481486002604167,0.005782446508339298,0.0025859886937805946,0.39901367187500003,0.4089093017578126,5
locked_no_hier_loss,full_prefix_gain,0.0004069902237365364,0.0026042191007623707,0.001164642187521607,-0.0017991709965462853,0.0026806601609014936,5
locked_no_hier_loss,effective_rank,7.403579807281494,0.13789778594065494,0.06166976466200384,7.262145233154297,7.497763538360596,5
locked_no_hier_loss,dead_feature_ratio,4.730224609375e-05,2.270946665365176e-05,1.0155982234066001e-05,2.8228759765625e-05,6.7138671875e-05,5
locked_no_hier_loss,alive_feature_ratio,0.9999526977539063,2.2709466653651758e-05,1.0155982234066e-05,0.999932861328125,0.9999717712402344,5
locked_no_hier_loss,topk_utilization_entropy,0.0033172365378518164,0.0014216133313124674,0.0006357648093069214,0.0021152848147142733,0.004554215392279249,5
locked_no_hier_loss,revisit_similarity,0.6768858256799437,0.059045767454529434,0.026406069962394505,0.6242564252282705,0.7335598415358076,5
locked_no_hier_loss,nuisance_sensitivity,0.227398681640625,0.028398134578889008,0.012700031870516637,0.20399505615234376,0.250799560546875,5
locked_no_hier_loss,prefix_nrmse_l1,1.0015275445632148,0.0011092139183070174,0.0004960555445846778,1.0006815570245837,1.002622678409993,5
locked_no_hier_loss,prefix_nrmse_l2,1.0029188721376117,0.0012962100469827553,0.0005796827556343273,1.0017844319569096,1.0040077141431683,5
locked_no_hier_loss,prefix_nrmse_l3,1.0035468897948223,0.0020716053938170677,0.0009264500966260371,1.0019532158997917,1.0054393554530323,5
locked_no_hier_loss,prefix_nrmse_l4,1.0005682685351727,0.0015353732631899015,0.0006866397974656591,0.9995789825453496,1.0019951909641207,5
locked_no_hier_loss,prefix_nrmse_l5,1.0014622225262628,0.0010464703309805037,0.00046799575930182207,1.0005638324336374,1.002400360795594,5
locked_no_hier_loss,prefix_nrmse_l6,1.001120554339478,0.0028982324147356947,0.0012961289387884752,0.9985957763122121,1.0036453323667442,5
