config_name,seed,checkpoint_update,boundary,precision,recall,f1,auprc,positive_rate,predicted_positive_rate,threshold,threshold_selection_split
baseline_v9,0,200,fast,1.0,0.49658587598425197,0.6636249666029554,1.0,0.9921875,0.492706298828125,0.28430894017219543,val
baseline_v9,0,200,mid,0.7372571106730499,0.6597782258064516,0.6963691980316533,0.7955455493234076,0.2421875,0.21673583984375,0.39190775454044346,val
baseline_v9,0,200,slow,0.5935897435897436,0.5167410714285714,0.5525059665871123,0.6225030059046031,0.0546875,0.047607421875,0.584740161895752,val
baseline_v9,0,200,context,0.6103896103896104,0.734375,0.6666666666666666,0.7417049319843821,0.0078125,0.0093994140625,0.8146604889631264,val
baseline_v9,0,200,macro,0.5935897435897436,0.5167410714285714,0.5525059665871123,0.6225030059046031,0.0546875,0.047607421875,0.584740161895752,val
baseline_v9,0,250,fast,1.0,0.4971087598425197,0.6640917122077495,1.0,0.9921875,0.49322509765625,0.2790976017713547,val
baseline_v9,0,250,mid,0.8109353401935187,0.6653225806451613,0.7309476015781823,0.8283350644848816,0.2421875,0.198699951171875,0.40360226631164553,val
baseline_v9,0,250,slow,0.6198347107438017,0.5440848214285714,0.5794947994056463,0.653023381429441,0.0546875,0.048004150390625,0.6115418970584868,val
baseline_v9,0,250,context,0.6580645161290323,0.796875,0.7208480565371025,0.8364475177561794,0.0078125,0.00946044921875,0.8814389240741726,val
baseline_v9,0,250,macro,0.6198347107438017,0.5440848214285714,0.5794947994056463,0.653023381429441,0.0546875,0.048004150390625,0.6115418970584868,val
baseline_v9,1,0,fast,1.0,0.504767470472441,0.6708909919669686,1.0,0.9921875,0.500823974609375,0.24862904101610184,val
baseline_v9,1,0,mid,0.365386164129822,0.5716985887096774,0.44583108141305944,0.438873200865426,0.2421875,0.378936767578125,0.27597827136516573,val
baseline_v9,1,0,slow,0.17961745367603107,0.3353794642857143,0.23394316854807318,0.168201821876032,0.0546875,0.10211181640625,0.37018236219882966,val
baseline_v9,1,0,context,0.06980273141122914,0.1796875,0.10054644808743171,0.04325544134380835,0.0078125,0.020111083984375,0.45597691178321836,val
baseline_v9,1,0,macro,0.17961745367603107,0.3353794642857143,0.23394316854807318,0.168201821876032,0.0546875,0.10211181640625,0.37018236219882966,val
baseline_v9,1,1,fast,1.0,0.5045521653543307,0.6707007931965001,1.0,0.9921875,0.5006103515625,0.24944623559713364,val
baseline_v9,1,1,mid,0.36614268440145104,0.5723286290322581,0.44658571358340304,0.4402684034204552,0.2421875,0.378570556640625,0.2768306595087051,val
baseline_v9,1,1,slow,0.1810293237582286,0.33761160714285715,0.23568367744448773,0.16953157957076595,0.0546875,0.10198974609375,0.3715034991502762,val
baseline_v9,1,1,context,0.0701219512195122,0.1796875,0.10087719298245615,0.04392456825643406,0.0078125,0.02001953125,0.4576581984758377,val
baseline_v9,1,1,macro,0.1810293237582286,0.33761160714285715,0.23568367744448773,0.16953157957076595,0.0546875,0.10198974609375,0.3715034991502762,val
baseline_v9,1,100,fast,1.0,0.5049212598425197,0.671026814911707,1.0,0.9921875,0.5009765625,0.2968198359012604,val
baseline_v9,1,100,mid,0.5171260523584361,0.5650201612903226,0.5400132474257843,0.5930532877047635,0.2421875,0.264617919921875,0.37024199426174165,val
baseline_v9,1,100,slow,0.333628710677891,0.42020089285714285,0.3719436897999506,0.34187217020622146,0.0546875,0.068878173828125,0.49040974795818315,val
baseline_v9,1,100,context,0.2598187311178248,0.3359375,0.29301533219761494,0.25978774046680936,0.0078125,0.010101318359375,0.6502449691295615,val
baseline_v9,1,100,macro,0.333628710677891,0.42020089285714285,0.3719436897999506,0.34187217020622146,0.0546875,0.068878173828125,0.49040974795818315,val
baseline_v9,1,200,fast,1.0,0.5048597440944882,0.6709724890651187,1.0,0.9921875,0.50091552734375,0.30770719051361084,val
baseline_v9,1,200,mid,0.6045312874610406,0.6354586693548387,0.6196092886103944,0.7127055013270751,0.2421875,0.25457763671875,0.396869532763958,val
baseline_v9,1,200,slow,0.43302591128678086,0.5502232142857143,0.4846399606782994,0.4899208690241766,0.0546875,0.069488525390625,0.5477618837356566,val
baseline_v9,1,200,context,0.4588607594936709,0.56640625,0.506993006993007,0.560594892950837,0.0078125,0.0096435546875,0.7875057399272916,val
baseline_v9,1,200,macro,0.43302591128678086,0.5502232142857143,0.4846399606782994,0.4899208690241766,0.0546875,0.069488525390625,0.5477618837356566,val
baseline_v9,1,250,fast,1.0,0.5049212598425197,0.671026814911707,1.0,0.9921875,0.5009765625,0.30367322266101837,val
baseline_v9,1,250,mid,0.7029223093371347,0.6213457661290323,0.6596214300046819,0.7574384179850484,0.2421875,0.214080810546875,0.4170711132884026,val
baseline_v9,1,250,slow,0.4964467005076142,0.5457589285714286,0.5199362041467305,0.5419658227623012,0.0546875,0.06011962890625,0.586820534467697,val
baseline_v9,1,250,context,0.5091463414634146,0.65234375,0.571917808219178,0.6715868879721691,0.0078125,0.010009765625,0.8353658354282372,val
baseline_v9,1,250,macro,0.4964467005076142,0.5457589285714286,0.5199362041467305,0.5419658227623012,0.0546875,0.06011962890625,0.586820534467697,val
baseline_v9,2,0,fast,1.0,0.5073818897637795,0.673196212863206,1.0,0.9921875,0.50341796875,0.24694357067346573,val
baseline_v9,2,0,mid,0.40058896171748837,0.5313760080645161,0.45680550289768723,0.4557452871364196,0.2421875,0.321258544921875,0.2864081060886383,val
baseline_v9,2,0,slow,0.2856388595564942,0.30189732142857145,0.2935431361909929,0.26404257557674315,0.0546875,0.05780029296875,0.39491146624088286,val
baseline_v9,2,0,context,0.182370820668693,0.234375,0.2051282051282051,0.14130888730564997,0.0078125,0.010040283203125,0.4735220181941985,val
baseline_v9,2,0,macro,0.2856388595564942,0.30189732142857145,0.2935431361909929,0.26404257557674315,0.0546875,0.05780029296875,0.39491146624088286,val
baseline_v9,2,1,fast,1.0,0.507443405511811,0.6732503570699856,1.0,0.9921875,0.50347900390625,0.24753092974424362,val
baseline_v9,2,1,mid,0.3920164682717265,0.5519153225806451,0.4584227327437333,0.45711331895394625,0.2421875,0.340972900390625,0.2828740555047989,val
baseline_v9,2,1,slow,0.28624143384290984,0.30301339285714285,0.29438872323122794,0.26605443838020054,0.0546875,0.057891845703125,0.3959822046756744,val
baseline_v9,2,1,context,0.1834862385321101,0.234375,0.20583190394511153,0.14380253460662215,0.0078125,0.009979248046875,0.47494738698005645,val
baseline_v9,2,1,macro,0.28624143384290984,0.30301339285714285,0.29438872323122794,0.26605443838020054,0.0546875,0.057891845703125,0.3959822046756744,val
baseline_v9,2,100,fast,1.0,0.5041830708661418,0.6703746114837233,1.0,0.9921875,0.500244140625,0.28903450071811676,val
baseline_v9,2,100,mid,0.47145397076254447,0.6014364919354839,0.5285714285714286,0.5804798841387068,0.2421875,0.3089599609375,0.34657077103853223,val
baseline_v9,2,100,slow,0.4729559748427673,0.41964285714285715,0.44470727380248376,0.46510011582762684,0.0546875,0.04852294921875,0.5039237529039383,val
baseline_v9,2,100,context,0.4472049689440994,0.5625,0.4982698961937717,0.5303445000498922,0.0078125,0.00982666015625,0.6285205674171433,val
baseline_v9,2,100,macro,0.4729559748427673,0.41964285714285715,0.44470727380248376,0.46510011582762684,0.0546875,0.04852294921875,0.5039237529039383,val
baseline_v9,2,200,fast,1.0,0.5047367125984252,0.6708638240464413,1.0,0.9921875,0.50079345703125,0.29743219912052155,val
baseline_v9,2,200,mid,0.5303104977821587,0.6779233870967742,0.5950998285493059,0.6885688664002507,0.2421875,0.309600830078125,0.36421002477407455,val
baseline_v9,2,200,slow,0.591358024691358,0.5345982142857143,0.5615474794841735,0.6085166602749938,0.0546875,0.0494384765625,0.5546175390481948,val
baseline_v9,2,200,context,0.6118012422360248,0.76953125,0.6816608996539792,0.7963605655314873,0.0078125,0.00982666015625,0.7540008425712574,val
baseline_v9,2,200,macro,0.591358024691358,0.5345982142857143,0.5615474794841735,0.6085166602749938,0.0546875,0.0494384765625,0.5546175390481948,val
baseline_v9,2,250,fast,1.0,0.5048905019685039,0.6709996525435853,1.0,0.9921875,0.500946044921875,0.2939090132713318,val
baseline_v9,2,250,mid,0.6359553445399718,0.6244959677419355,0.6301735647530041,0.7315963466186788,0.2421875,0.237823486328125,0.3944643986225128,val
baseline_v9,2,250,slow,0.630901287553648,0.57421875,0.6012269938650305,0.6536814721716772,0.0546875,0.049774169921875,0.5693665087223051,val
baseline_v9,2,250,context,0.6460176991150443,0.85546875,0.7361344537815127,0.8706191294679052,0.0078125,0.010345458984375,0.7979438507556895,val
baseline_v9,2,250,macro,0.630901287553648,0.57421875,0.6012269938650305,0.6536814721716772,0.0546875,0.049774169921875,0.5693665087223051,val
baseline_v9,3,0,fast,1.0,0.50123031496063,0.6677593837075889,1.0,0.9921875,0.497314453125,0.24313531816005707,val
baseline_v9,3,0,mid,0.380172060630889,0.5846774193548387,0.46075170051139475,0.4435006671281558,0.2421875,0.372467041015625,0.2717195677757263,val
baseline_v9,3,0,slow,0.18735224586288415,0.35379464285714285,0.24497681607418853,0.20507677847831585,0.0546875,0.103271484375,0.3645119220018387,val
baseline_v9,3,0,context,0.14939024390243902,0.19140625,0.16780821917808217,0.07806966944145677,0.0078125,0.010009765625,0.46873486399650544,val
baseline_v9,3,0,macro,0.18735224586288415,0.35379464285714285,0.24497681607418853,0.20507677847831585,0.0546875,0.103271484375,0.3645119220018387,val
baseline_v9,3,1,fast,1.0,0.50123031496063,0.6677593837075889,1.0,0.9921875,0.497314453125,0.24386989325284958,val
baseline_v9,3,1,mid,0.37698128235762646,0.5963961693548387,0.4619589087892246,0.4450578696095461,0.2421875,0.383148193359375,0.2703012156486511,val
baseline_v9,3,1,slow,0.19622766379880874,0.33091517857142855,0.24636476942251762,0.20665159623148951,0.0546875,0.09222412109375,0.37224731683731077,val
baseline_v9,3,1,context,0.15151515151515152,0.1953125,0.17064846416382254,0.07974184054896104,0.0078125,0.01007080078125,0.47046191811561566,val
baseline_v9,3,1,macro,0.19622766379880874,0.33091517857142855,0.24636476942251762,0.20665159623148951,0.0546875,0.09222412109375,0.37224731683731077,val
baseline_v9,3,100,fast,1.0,0.5006459153543307,0.667240566521142,1.0,0.9921875,0.496734619140625,0.2931276857852936,val
baseline_v9,3,100,mid,0.5081551686136213,0.581023185483871,0.5421516754850089,0.5978693985039767,0.2421875,0.27691650390625,0.3626823204755783,val
baseline_v9,3,100,slow,0.46096654275092935,0.34598214285714285,0.39528211667197954,0.3995893297431591,0.0546875,0.041046142578125,0.5165628147125244,val
baseline_v9,3,100,context,0.4110787172011662,0.55078125,0.4707846410684474,0.48130283228744875,0.0078125,0.010467529296875,0.6269308876991264,val
baseline_v9,3,100,macro,0.46096654275092935,0.34598214285714285,0.39528211667197954,0.3995893297431591,0.0546875,0.041046142578125,0.5165628147125244,val
baseline_v9,3,200,fast,1.0,0.5031988188976378,0.6695040104763463,1.0,0.9921875,0.499267578125,0.3021898418664932,val
baseline_v9,3,200,mid,0.6355987055016181,0.6186995967741935,0.6270353106442756,0.7108916591566751,0.2421875,0.235748291015625,0.39903962552547456,val
baseline_v9,3,200,slow,0.5300375469336671,0.47265625,0.4997050147492625,0.5317708258251257,0.0546875,0.04876708984375,0.5589450746774672,val
baseline_v9,3,200,context,0.6646884272997032,0.875,0.7554806070826308,0.8855944311638677,0.0078125,0.010284423828125,0.7608238911628716,val
baseline_v9,3,200,macro,0.5300375469336671,0.47265625,0.4997050147492625,0.5317708258251257,0.0546875,0.04876708984375,0.5589450746774672,val
baseline_v9,3,250,fast,1.0,0.5040600393700787,0.6702658486707567,1.0,0.9921875,0.5001220703125,0.297042116522789,val
baseline_v9,3,250,mid,0.6703852639771696,0.6512096774193549,0.6606583573026527,0.7533613615865338,0.2421875,0.235260009765625,0.3984560614824295,val
baseline_v9,3,250,slow,0.5532307692307692,0.5016741071428571,0.5261925665788704,0.5720400661742089,0.0546875,0.049591064453125,0.5750829637050628,val
baseline_v9,3,250,context,0.7130434782608696,0.9609375,0.8186356073211315,0.9598801373130323,0.0078125,0.010528564453125,0.8068179225921622,val
baseline_v9,3,250,macro,0.5532307692307692,0.5016741071428571,0.5261925665788704,0.5720400661742089,0.0546875,0.049591064453125,0.5750829637050628,val
baseline_v9,4,0,fast,1.0,0.5054749015748031,0.671515547746496,1.0,0.9921875,0.50152587890625,0.2548227608203888,val
baseline_v9,4,0,mid,0.3328382305456894,0.649445564516129,0.44011784296144485,0.41110772817588387,0.2421875,0.472564697265625,0.2610334980487824,val
baseline_v9,4,0,slow,0.28044971892567144,0.2505580357142857,0.26466254052460947,0.22657339881368221,0.0546875,0.048858642578125,0.4120427340269089,val
baseline_v9,4,0,context,0.17667844522968199,0.1953125,0.18552875695732837,0.13723211883658423,0.0078125,0.008636474609375,0.4894750276207922,val
baseline_v9,4,0,macro,0.28044971892567144,0.2505580357142857,0.26466254052460947,0.22657339881368221,0.0546875,0.048858642578125,0.4120427340269089,val
baseline_v9,4,1,fast,1.0,0.5058132381889764,0.6718140408930285,1.0,0.9921875,0.501861572265625,0.25536637008190155,val
baseline_v9,4,1,mid,0.33076291005625436,0.6594002016129032,0.4405438397104012,0.41223678662598456,0.2421875,0.482818603515625,0.2592421519756317,val
baseline_v9,4,1,slow,0.2828535669586984,0.25223214285714285,0.26666666666666666,0.22857217969331292,0.0546875,0.04876708984375,0.4132038205862044,val
baseline_v9,4,1,context,0.1773049645390071,0.1953125,0.18587360594795538,0.14051395573698763,0.0078125,0.00860595703125,0.49089518517255776,val
baseline_v9,4,1,macro,0.2828535669586984,0.25223214285714285,0.26666666666666666,0.22857217969331292,0.0546875,0.04876708984375,0.4132038205862044,val
baseline_v9,4,100,fast,1.0,0.5056594488188977,0.6716783788200686,1.0,0.9921875,0.501708984375,0.2933569997549057,val
baseline_v9,4,100,mid,0.42104779411764703,0.5772429435483871,0.48692602040816324,0.523342340271483,0.2421875,0.33203125,0.3434136712551117,val
baseline_v9,4,100,slow,0.45415384615384613,0.41183035714285715,0.43195785776997364,0.4514439235862331,0.0546875,0.049591064453125,0.49303706139326087,val
baseline_v9,4,100,context,0.4774774774774775,0.62109375,0.5398981324278438,0.5911699629792987,0.0078125,0.010162353515625,0.6213286703824996,val
baseline_v9,4,100,macro,0.45415384615384613,0.41183035714285715,0.43195785776997364,0.4514439235862331,0.0546875,0.049591064453125,0.49303706139326087,val
baseline_v9,4,200,fast,1.0,0.5052288385826772,0.6712983775389267,1.0,0.9921875,0.50128173828125,0.29630064964294434,val
baseline_v9,4,200,mid,0.5053185656321965,0.5806451612903226,0.5403693931398417,0.6101354712397211,0.2421875,0.278289794921875,0.3671619832515717,val
baseline_v9,4,200,slow,0.6587057010785824,0.4771205357142857,0.553398058252427,0.6064183299090736,0.0546875,0.03961181640625,0.5504170298576355,val
baseline_v9,4,200,context,0.7115987460815048,0.88671875,0.7895652173913045,0.9059404125075322,0.0078125,0.009735107421875,0.7420060753822324,val
baseline_v9,4,200,macro,0.6587057010785824,0.4771205357142857,0.553398058252427,0.6064183299090736,0.0546875,0.03961181640625,0.5504170298576355,val
baseline_v9,4,250,fast,1.0,0.5059670275590551,0.6719496752583636,1.0,0.9921875,0.50201416015625,0.2903442233800888,val
baseline_v9,4,250,mid,0.5376173775313949,0.5987903225806451,0.5665573770491803,0.6449367631146695,0.2421875,0.269744873046875,0.36343964129686357,val
baseline_v9,4,250,slow,0.7043413173652695,0.5251116071428571,0.6016624040920716,0.657126123107456,0.0546875,0.040771484375,0.5545681953430176,val
baseline_v9,4,250,context,0.7576687116564417,0.96484375,0.8487972508591065,0.9640490310904191,0.0078125,0.00994873046875,0.7853900957107502,val
baseline_v9,4,250,macro,0.7043413173652695,0.5251116071428571,0.6016624040920716,0.657126123107456,0.0546875,0.040771484375,0.5545681953430176,val
temp_003,0,0,fast,1.0,0.4981545275590551,0.6650242259998357,1.0,0.9921875,0.4942626953125,0.2363341972231865,val
temp_003,0,0,mid,0.40268456375838924,0.6880040322580645,0.5080251221214236,0.5338690694085947,0.2421875,0.413787841796875,0.255207479596138,val
temp_003,0,0,slow,0.36130244207889795,0.32198660714285715,0.34051342578931837,0.3119581157207611,0.0546875,0.048736572265625,0.39689013659954064,val
temp_003,0,0,context,0.15737704918032788,0.1875,0.1711229946524064,0.11431417026458707,0.0078125,0.009307861328125,0.4764049395918845,val
temp_003,0,0,macro,0.36130244207889795,0.32198660714285715,0.34051342578931837,0.3119581157207611,0.0546875,0.048736572265625,0.39689013659954064,val
temp_003,0,1,fast,1.0,0.49806225393700787,0.664941997741505,1.0,0.9921875,0.494171142578125,0.23620181530714035,val
temp_003,0,1,mid,0.4027439699048462,0.6880040322580645,0.5080723956637044,0.5336628640084969,0.2421875,0.413726806640625,0.25503780424594874,val
temp_003,0,1,slow,0.361128526645768,0.32142857142857145,0.3401240035429584,0.3116202315266494,0.0546875,0.048675537109375,0.3966274797916412,val
temp_003,0,1,context,0.15737704918032788,0.1875,0.1711229946524064,0.11401630875688454,0.0078125,0.009307861328125,0.47613093525171274,val
temp_003,0,1,macro,0.361128526645768,0.32142857142857145,0.3401240035429584,0.3116202315266494,0.0546875,0.048675537109375,0.3966274797916412,val
temp_003,0,100,fast,1.0,0.4985236220472441,0.665353037766831,1.0,0.9921875,0.49462890625,0.21963702887296677,val
temp_003,0,100,mid,0.3708663397460078,0.7433215725806451,0.49484103682576963,0.5138827968846879,0.2421875,0.48541259765625,0.22184644699096678,val
temp_003,0,100,slow,0.2851441241685144,0.3588169642857143,0.31776624660242153,0.2875028046083932,0.0546875,0.068817138671875,0.35273719787597646,val
temp_003,0,100,context,0.14381270903010032,0.16796875,0.15495495495495493,0.09091038479822647,0.0078125,0.009124755859375,0.4384017860889435,val
temp_003,0,100,macro,0.2851441241685144,0.3588169642857143,0.31776624660242153,0.2875028046083932,0.0546875,0.068817138671875,0.35273719787597646,val
temp_003,0,200,fast,1.0,0.4982468011811024,0.6651064441296627,1.0,0.9921875,0.494354248046875,0.2023489773273468,val
temp_003,0,200,mid,0.36026915241681584,0.735383064516129,0.48361301015123265,0.4905563957443534,0.2421875,0.494354248046875,0.2023489773273468,val
temp_003,0,200,slow,0.2688219663418955,0.33872767857142855,0.2997530864197531,0.26031860299547765,0.0546875,0.06890869140625,0.3246229162812233,val
temp_003,0,200,context,0.12040133779264214,0.140625,0.1297297297297297,0.07277759012160033,0.0078125,0.009124755859375,0.39948431074619223,val
temp_003,0,200,macro,0.2688219663418955,0.33872767857142855,0.2997530864197531,0.26031860299547765,0.0546875,0.06890869140625,0.3246229162812233,val
temp_003,0,250,fast,1.0,0.49873892716535434,0.6655447698401297,1.0,0.9921875,0.494842529296875,0.19337614625692368,val
temp_003,0,250,mid,0.3546099290780142,0.7245463709677419,0.4761707589747837,0.47833171588078865,0.2421875,0.494842529296875,0.19337614625692368,val
temp_003,0,250,slow,0.24206041828040278,0.34877232142857145,0.2857796067672611,0.2463146598214712,0.0546875,0.07879638671875,0.3053410875797271,val
temp_003,0,250,context,0.10891089108910891,0.12890625,0.11806797853309482,0.0661522261605009,0.0078125,0.009246826171875,0.3800080022215835,val
temp_003,0,250,macro,0.24206041828040278,0.34877232142857145,0.2857796067672611,0.2463146598214712,0.0546875,0.07879638671875,0.3053410875797271,val
temp_003,1,0,fast,1.0,0.504767470472441,0.6708909919669686,1.0,0.9921875,0.500823974609375,0.24862904101610184,val
temp_003,1,0,mid,0.365386164129822,0.5716985887096774,0.44583108141305944,0.438873200865426,0.2421875,0.378936767578125,0.27597827136516573,val
temp_003,1,0,slow,0.17961745367603107,0.3353794642857143,0.23394316854807318,0.168201821876032,0.0546875,0.10211181640625,0.37018236219882966,val
temp_003,1,0,context,0.06980273141122914,0.1796875,0.10054644808743171,0.04325544134380835,0.0078125,0.020111083984375,0.45597691178321836,val
temp_003,1,0,macro,0.17961745367603107,0.3353794642857143,0.23394316854807318,0.168201821876032,0.0546875,0.10211181640625,0.37018236219882966,val
temp_003,1,1,fast,1.0,0.5047059547244095,0.6708366550152287,1.0,0.9921875,0.500762939453125,0.248484805226326,val
temp_003,1,1,mid,0.36530562937907707,0.5715725806451613,0.4457328158011104,0.43879559131692086,0.2421875,0.378936767578125,0.27579178363084794,val
temp_003,1,1,slow,0.179265013444876,0.33482142857142855,0.23350846468184475,0.16815984308419635,0.0546875,0.102142333984375,0.3699209004640579,val
temp_003,1,1,context,0.06980273141122914,0.1796875,0.10054644808743171,0.043203726356721796,0.0078125,0.020111083984375,0.4556954163312912,val
temp_003,1,1,macro,0.179265013444876,0.33482142857142855,0.23350846468184475,0.16815984308419635,0.0546875,0.102142333984375,0.3699209004640579,val
temp_003,1,100,fast,1.0,0.5038139763779528,0.6700482696555674,1.0,0.9921875,0.4998779296875,0.23180413246154785,val
temp_003,1,100,mid,0.34190684236487917,0.6113911290322581,0.4385592262846297,0.4294269343402075,0.2421875,0.433074951171875,0.24516407236456872,val
temp_003,1,100,slow,0.18205980066445182,0.30580357142857145,0.22823823406913785,0.16044376569309618,0.0546875,0.09185791015625,0.3502515709400177,val
temp_003,1,100,context,0.0578386605783866,0.1484375,0.0832420591456736,0.03754554158851071,0.0078125,0.020050048828125,0.4233282607793808,val
temp_003,1,100,macro,0.18205980066445182,0.30580357142857145,0.22823823406913785,0.16044376569309618,0.0546875,0.09185791015625,0.3502515709400177,val
temp_003,1,200,fast,1.0,0.504644438976378,0.6707823136204747,1.0,0.9921875,0.500701904296875,0.21251772344112396,val
temp_003,1,200,mid,0.3370604781997187,0.6039566532258065,0.4326593247878679,0.41825199981657546,0.2421875,0.4339599609375,0.2247383786737919,val
temp_003,1,200,slow,0.1557601393381438,0.34933035714285715,0.21545345035277919,0.15102766817506058,0.0546875,0.122650146484375,0.30742032289505006,val
temp_003,1,200,context,0.04383282364933741,0.16796875,0.06952303961196443,0.03262875044501758,0.0078125,0.029937744140625,0.37176790267229076,val
temp_003,1,200,macro,0.1557601393381438,0.34933035714285715,0.21545345035277919,0.15102766817506058,0.0546875,0.122650146484375,0.30742032289505006,val
temp_003,1,250,fast,1.0,0.5050750492125984,0.6711626100995238,1.0,0.9921875,0.501129150390625,0.2018328309059143,val
temp_003,1,250,mid,0.3205042323853602,0.6631804435483871,0.4321550273022129,0.4118962626699691,0.2421875,0.501129150390625,0.2018328309059143,val
temp_003,1,250,slow,0.1540959040959041,0.3443080357142857,0.21290545203588682,0.1459053669064842,0.0546875,0.1221923828125,0.29323110103607175,val
temp_003,1,250,context,0.04116465863453815,0.16015625,0.06549520766773162,0.030516958510858203,0.0078125,0.0303955078125,0.35489263296127316,val
temp_003,1,250,macro,0.1540959040959041,0.3443080357142857,0.21290545203588682,0.1459053669064842,0.0546875,0.1221923828125,0.29323110103607175,val
temp_003,2,0,fast,1.0,0.5073818897637795,0.673196212863206,1.0,0.9921875,0.50341796875,0.24694357067346573,val
temp_003,2,0,mid,0.40058896171748837,0.5313760080645161,0.45680550289768723,0.4557452871364196,0.2421875,0.321258544921875,0.2864081060886383,val
temp_003,2,0,slow,0.2856388595564942,0.30189732142857145,0.2935431361909929,0.26404257557674315,0.0546875,0.05780029296875,0.39491146624088286,val
temp_003,2,0,context,0.182370820668693,0.234375,0.2051282051282051,0.14130888730564997,0.0078125,0.010040283203125,0.4735220181941985,val
temp_003,2,0,macro,0.2856388595564942,0.30189732142857145,0.2935431361909929,0.26404257557674315,0.0546875,0.05780029296875,0.39491146624088286,val
temp_003,2,1,fast,1.0,0.5073511318897638,0.6731691391025771,1.0,0.9921875,0.503387451171875,0.24676760286092758,val
temp_003,2,1,mid,0.40055091185410335,0.5313760080645161,0.45678076256499134,0.45558973454646184,0.2421875,0.3212890625,0.28620311975479124,val
temp_003,2,1,slow,0.28601583113456464,0.30245535714285715,0.2940059669107675,0.26383069682742155,0.0546875,0.057830810546875,0.39461096704006193,val
temp_003,2,1,context,0.182370820668693,0.234375,0.2051282051282051,0.14116972840689668,0.0078125,0.010040283203125,0.47321558803319924,val
temp_003,2,1,macro,0.28601583113456464,0.30245535714285715,0.2940059669107675,0.26383069682742155,0.0546875,0.057830810546875,0.39461096704006193,val
temp_003,2,100,fast,1.0,0.5074126476377953,0.6732232855189862,1.0,0.9921875,0.503448486328125,0.2295059859752655,val
temp_003,2,100,mid,0.3730510421795503,0.5728326612903226,0.4518437531060531,0.44492202285986526,0.2421875,0.37188720703125,0.255673725605011,val
temp_003,2,100,slow,0.2549194991055456,0.31808035714285715,0.2830188679245283,0.2478160410224084,0.0546875,0.0682373046875,0.35833194285631176,val
temp_003,2,100,context,0.15915915915915915,0.20703125,0.1799660441426146,0.11242518609276926,0.0078125,0.010162353515625,0.438498069345951,val
temp_003,2,100,macro,0.2549194991055456,0.31808035714285715,0.2830188679245283,0.2478160410224084,0.0546875,0.0682373046875,0.35833194285631176,val
temp_003,2,200,fast,1.0,0.5067359744094488,0.6726274317676119,1.0,0.9921875,0.502777099609375,0.21171678602695465,val
temp_003,2,200,mid,0.3517736799229801,0.5985383064516129,0.44311768272773916,0.4337360690348862,0.2421875,0.412078857421875,0.2284376800060272,val
temp_003,2,200,slow,0.22864906832298137,0.3286830357142857,0.26968864468864473,0.23138715334634247,0.0546875,0.07861328125,0.32372803568840025,val
temp_003,2,200,context,0.14285714285714285,0.1796875,0.15916955017301038,0.089152550148969,0.0078125,0.00982666015625,0.40215150147676443,val
temp_003,2,200,macro,0.22864906832298137,0.3286830357142857,0.26968864468864473,0.23138715334634247,0.0546875,0.07861328125,0.32372803568840025,val
temp_003,2,250,fast,1.0,0.5066437007874016,0.6725461375142904,1.0,0.9921875,0.502685546875,0.20240093767642975,val
