active_count_max,active_count_mean,active_count_min,alive_feature_ratio,batch_size,candidate_config,checkpoint_path,checkpoint_update,config_name,dead_feature_ratio,effective_rank,end_to_end_pass,full_prefix_gain,learning_rate,marginal_gain_l2,marginal_gain_l3,marginal_gain_l4,marginal_gain_l5,marginal_gain_l6,mean_boundary_auprc,mean_boundary_f1,mean_boundary_precision,mean_boundary_recall,mean_factor_probe_accuracy,model_derived_metrics,nondegrading_pass,nondegrading_violating_levels,optimizer,optimizer_updates,prefix_nrmse_l1,prefix_nrmse_l2,prefix_nrmse_l3,prefix_nrmse_l4,prefix_nrmse_l5,prefix_nrmse_l6,raw_hier_loss,raw_sdyn_loss,raw_sparse_loss,raw_temp_loss,raw_vc_loss,resumed_from_update,seed,sequence_length,strict_monotonic_pass,topk_utilization_entropy,violating_levels,weighted_hier_loss,weighted_sdyn_loss,weighted_sparse_loss,weighted_temp_loss,weighted_vc_loss
8,7.99847412109375,7,0.9998092651367188,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_0/checkpoints/step_500.npz,500,hier_x3,0.00019073486328125,7.759487628936768,True,0.007489323530461833,0.05,0.0022667418423366614,0.0009743517037777982,0.0008899597323368535,0.0002327627777753971,0.003125507474235123,0.367969395585518,0.3302909459003546,0.36985056102153224,0.3486081849395841,0.4983133951822917,True,True,[],sgd,500,0.9990479758894452,0.9967812340471085,0.9958068823433307,0.9949169226109938,0.9946841598332185,0.9915586523589833,0.11268424987792969,0.11468450725078583,0.04367246478796005,0.003154928795993328,0.9434089660644531,250,0,64,True,0.011420300701892058,[],0.33805274963378906,0.11468450725078583,0.04367246478796005,3.154928795993328e-05,0.009434089660644532
8,7.996551513671875,7,0.9995689392089844,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_0/checkpoints/step_1000.npz,1000,hier_x3,0.000431060791015625,7.171596527099609,True,0.005250329414860699,0.05,0.0011705298991693258,0.001250945285568461,0.0006227332175333666,0.0003392468883368638,0.001866874124252682,0.308701771421538,0.2777815056443836,0.30477407451594224,0.3354034185746943,0.428790283203125,True,True,[],sgd,1000,0.9992757900280574,0.9981052601288881,0.9968543148433197,0.9962315816257863,0.9958923347374494,0.9940254606131967,0.11297237128019333,0.11441647261381149,0.015622816979885101,0.0007853286224417388,0.9736500978469849,250,0,64,True,0.022994809824935385,[],0.33891711384058,0.11441647261381149,0.015622816979885101,7.853286224417388e-06,0.009736500978469849
8,7.99847412109375,7,0.9998092651367188,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_1/checkpoints/step_500.npz,500,hier_x3,0.00019073486328125,7.500885486602783,True,0.005863076985511362,0.05,0.0006259144855665921,0.0026074026275774154,-0.001358843293033929,0.004172498131441715,-0.0001838949660404321,0.3380431809837279,0.30827519992027447,0.322184799748065,0.410424736474473,0.48724466959635415,True,False,"[4, 6]",sgd,500,0.9985038906871814,0.9978779762016148,0.9952705735740374,0.9966294168670713,0.9924569187356296,0.99264081370167,0.11268682777881622,0.11480029672384262,0.04206788167357445,0.003270501270890236,0.9456507563591003,250,1,64,False,0.011420300701892058,"[4, 6]",0.33806048333644867,0.11480029672384262,0.04206788167357445,3.270501270890236e-05,0.009456507563591003
8,7.987548828125,7,0.998443603515625,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_1/checkpoints/step_1000.npz,1000,hier_x3,0.001556396484375,6.958149433135986,True,0.003608088161186962,0.05,0.0008100745572765522,0.0011422519610948534,-0.0009578267837155874,0.0024677803083347216,0.00014580811819642214,0.3262121829399966,0.2969580423492305,0.31943117266763266,0.3543572142947857,0.4046834309895833,True,False,[4],sgd,1000,0.9985005326820351,0.9976904581247585,0.9965482061636637,0.9975060329473793,0.9950382526390446,0.9948924445208481,0.11294753849506378,0.11451162397861481,0.01397080160677433,0.0008861120440997183,0.9718736410140991,250,1,64,False,0.0669834117177668,[4],0.33884261548519135,0.11451162397861481,0.01397080160677433,8.861120440997184e-06,0.009718736410140991
8,7.999053955078125,7,0.9998817443847656,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_2/checkpoints/step_500.npz,500,hier_x3,0.000118255615234375,7.786290168762207,True,0.005459674525168157,0.05,-0.0002533526514357787,0.0018258711140447526,0.003364632788077193,-0.0011750366955499691,0.0016975599700319588,0.36619011927323586,0.32860228601232266,0.34209779020585623,0.4125195036104358,0.5031463623046875,True,False,"[2, 5]",sgd,500,0.9986352063621147,0.9988885590135504,0.9970626878995057,0.9936980551114285,0.9948730918069785,0.9931755318369465,0.11282862722873688,0.11480778455734253,0.04271332919597626,0.003244716441258788,0.9406740665435791,250,2,64,False,0.007533096677869184,"[2, 5]",0.33848588168621063,0.11480778455734253,0.04271332919597626,3.244716441258788e-05,0.009406740665435792
8,7.99725341796875,6,0.9996566772460938,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_2/checkpoints/step_1000.npz,1000,hier_x3,0.00034332275390625,7.371702671051025,True,0.0036532444935496455,0.05,0.00018557396861362818,0.0012810789633290742,0.001424854604726411,-0.0003766267877290952,0.0011383637446096273,0.31865372948395854,0.2837064283154662,0.3235963024024139,0.30460197326644656,0.4232696533203125,True,False,[5],sgd,1000,0.9987441647922578,0.9985585908236442,0.9972775118603151,0.9958526572555887,0.9962292840433178,0.9950909202987082,0.11303964257240295,0.11452165246009827,0.013859152793884277,0.0008491273620165884,0.9719879627227783,250,2,64,False,0.01892773098587431,[5],0.33911892771720886,0.11452165246009827,0.013859152793884277,8.491273620165885e-06,0.009719879627227783
8,7.998565673828125,7,0.9998207092285156,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_3/checkpoints/step_500.npz,500,hier_x3,0.000179290771484375,7.408597469329834,True,0.008137948735044476,0.05,0.001292036664332974,0.001309180164290491,0.002006054600712903,-0.0002608639787368139,0.0037915412844449214,0.3243922378300559,0.29663274835512154,0.31585588350137817,0.3987082543361515,0.4910502115885417,True,False,[5],sgd,500,0.9988936843898264,0.9976016477254934,0.9962924675612029,0.99428641296049,0.9945472769392268,0.9907557356547819,0.11271247267723083,0.11479812860488892,0.04294528812170029,0.0032368781976401806,0.9480599164962769,250,3,64,False,0.010823896693831601,[5],0.3381374180316925,0.11479812860488892,0.04294528812170029,3.236878197640181e-05,0.009480599164962768
8,7.98162841796875,6,0.9977035522460938,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_3/checkpoints/step_1000.npz,1000,hier_x3,0.00229644775390625,6.4675612449646,True,0.004995297760851725,0.05,0.0009442180260171851,0.0006123057278683008,0.0015177299575896974,0.0004527121148606428,0.0014683319345158985,0.29053216180408237,0.2654176919905449,0.290314506306356,0.3708119681864364,0.41083170572916666,True,True,[],sgd,1000,0.9988920053872532,0.997947787361236,0.9973354816333677,0.995817751675778,0.9953650395609174,0.9938967076264015,0.11296731233596802,0.11454814672470093,0.014783704653382301,0.0009124824427999556,0.9738932251930237,250,3,64,True,0.0919423156051069,[],0.33890193700790405,0.11454814672470093,0.014783704653382301,9.124824427999557e-06,0.009738932251930238
8,7.9986572265625,7,0.9998321533203125,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_4/checkpoints/step_500.npz,500,hier_x3,0.0001678466796875,7.759930610656738,True,0.0032607113656536457,0.05,0.001511279052966441,-0.001051850927813125,0.0038876862738981277,0.0022557841413327617,-0.00334218717473056,0.3346001729600715,0.30663129157871094,0.34793312733977044,0.3206889650386443,0.4975494384765625,True,False,"[3, 6]",sgd,500,0.9993839531411922,0.9978726740882258,0.9989245250160389,0.9950368387421408,0.992781054600808,0.9961232417755386,0.11296960711479187,0.11487524211406708,0.04474645107984543,0.003643500618636608,0.9404085874557495,250,4,64,False,0.010221636525621768,"[3, 6]",0.3389088213443756,0.11487524211406708,0.04474645107984543,3.643500618636608e-05,0.009404085874557495
8,7.995635986328125,6,0.9994544982910156,32,hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/hier_x3/seed_4/checkpoints/step_1000.npz,1000,hier_x3,0.000545501708984375,7.724043369293213,True,0.0034981576769225198,0.05,0.0011699113192739086,0.0002323209349929245,0.0012991061488515365,0.0014001114089112754,-0.0006032921351071252,0.2968324809830551,0.26821500690480315,0.29383067245544325,0.36801884139482566,0.4216969807942708,True,False,[6],sgd,1000,0.9990928671161383,0.9979229557968644,0.9976906348618715,0.99639152871302,0.9949914173041087,0.9955947094392158,0.11302123963832855,0.11456568539142609,0.01601666584610939,0.001004279125481844,0.9700983762741089,250,4,64,False,0.02808591441145225,[6],0.33906371891498566,0.11456568539142609,0.01601666584610939,1.004279125481844e-05,0.009700983762741089
8,7.99884033203125,7,0.9998550415039062,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_0/checkpoints/step_500.npz,500,temp_003_hier_x3,0.00014495849609375,7.760157585144043,True,0.007486318999541441,0.05,0.0022672720536756064,0.0009662217965813458,0.0008950851086128031,0.00023391156900964827,0.003123828471662038,0.3670472207293065,0.3294257491512141,0.36917924825127024,0.34750756331869803,0.49827880859375,True,True,[],sgd,500,0.999043380724508,0.9967761086708324,0.9958098868742511,0.9949148017656383,0.9946808901966286,0.9915570617249666,0.11268371343612671,0.11468483507633209,0.04371064156293869,0.0032016404438763857,0.9431304931640625,250,0,64,True,0.008997891884685525,[],0.3380511403083801,0.11468483507633209,0.04371064156293869,9.604921331629158e-06,0.009431304931640625
8,7.995941162109375,7,0.9994926452636719,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_0/checkpoints/step_1000.npz,1000,temp_003_hier_x3,0.000507354736328125,7.179051876068115,True,0.005255719896806177,0.05,0.0011798969661565017,0.0012418433242508131,0.0006303329133907631,0.000335712146077638,0.001867934546930461,0.3085250624409884,0.27735403899636496,0.3044803011684839,0.33459486918973835,0.4288716634114583,True,True,[],sgd,1000,0.9992641253786018,0.9980842284124453,0.9968423850881944,0.9962120521748037,0.995876340028726,0.9940084054817956,0.11296866834163666,0.11441588401794434,0.015677783638238907,0.0008138780831359327,0.9732933640480042,250,0,64,True,0.026402015904664386,[],0.33890600502491,0.11441588401794434,0.015677783638238907,2.441634249407798e-06,0.009732933640480041
8,7.998565673828125,7,0.9998207092285156,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_1/checkpoints/step_500.npz,500,temp_003_hier_x3,0.000179290771484375,7.500371932983398,True,0.005867318676222588,0.05,0.000622556480420311,0.0026162394832256464,-0.0013692707826988837,0.004173116711337133,-0.00017532321606161805,0.33722951781174565,0.30803704871255544,0.3220578301185092,0.40975824027540914,0.4871917724609375,True,False,"[4, 6]",sgd,500,0.9984989420480184,0.9978763855675981,0.9952601460843724,0.9966294168670713,0.9924563001557342,0.9926316233717958,0.11268588900566101,0.11480070650577545,0.042107682675123215,0.0033230611588805914,0.9453675746917725,250,1,64,False,0.010823896693831601,"[4, 6]",0.33805766701698303,0.11480070650577545,0.042107682675123215,9.969183476641775e-06,0.009453675746917726
8,7.9881591796875,7,0.9985198974609375,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_1/checkpoints/step_1000.npz,1000,temp_003_hier_x3,0.0014801025390625,6.964520454406738,True,0.0036096787952035747,0.05,0.00080892576604219,0.0011538282419940593,-0.0009780631831500797,0.0024721103676024203,0.00015287760271498474,0.32518190028613075,0.29648781962347565,0.31924033827171666,0.3534164769222395,0.404754638671875,True,False,[4],sgd,1000,0.9984783521743579,0.9976694264083157,0.9965155981663216,0.9974936613494717,0.9950215509818693,0.9948686733791543,0.11294274777173996,0.11451122164726257,0.014025128446519375,0.0009187704417854548,0.971515417098999,250,1,64,False,0.06429869457795938,[4],0.3388282433152199,0.11451122164726257,0.014025128446519375,2.756311325356364e-06,0.00971515417098999
8,7.999237060546875,7,0.9999046325683594,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_2/checkpoints/step_500.npz,500,temp_003_hier_x3,9.5367431640625e-05,7.786488056182861,True,0.005458614102490267,0.05,-0.00025715249936453244,0.0018339126526846217,0.003366753633432862,-0.0011746832213240799,0.0016897835370613956,0.3650658675446032,0.32764476774125095,0.3409942402901011,0.4120394823378932,0.5031341552734375,True,False,"[2, 5]",sgd,500,0.9986324669368637,0.9988896194362282,0.9970557067835436,0.9936889531501107,0.9948636363714348,0.9931738528343734,0.11282750964164734,0.11480841040611267,0.0427534356713295,0.0032951964531093836,0.9403801560401917,250,2,64,False,0.006239260942413728,"[2, 5]",0.338482528924942,0.11480841040611267,0.0427534356713295,9.885589359328151e-06,0.009403801560401917
8,7.9971923828125,7,0.9996490478515625,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_2/checkpoints/step_1000.npz,1000,temp_003_hier_x3,0.0003509521484375,7.382387638092041,True,0.003651477122419866,0.05,0.00018053696089403992,0.0012862043396050238,0.0014325426691403909,-0.00037963131864948707,0.0011318244714298986,0.3181928079261299,0.28355211798492375,0.323221793554436,0.3045136400540659,0.4233500162760417,True,False,[5],sgd,1000,0.9987269329237436,0.9985463959628496,0.9972601916232445,0.9958276489541041,0.9962072802727536,0.9950754558013237,0.11303555220365524,0.1145218163728714,0.013917291536927223,0.0008801178773865104,0.9716023206710815,250,2,64,False,0.019299579873532827,[5],0.33910665661096573,0.1145218163728714,0.013917291536927223,2.640353632159531e-06,0.009716023206710816
8,7.998687744140625,7,0.9998359680175781,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_3/checkpoints/step_500.npz,500,temp_003_hier_x3,0.000164031982421875,7.409692764282227,True,0.00814059979173909,0.05,0.0012922134014459186,0.0013120963266545216,0.0020067615491646817,-0.00025936171327656243,0.00378889022775053,0.3239461381784687,0.29749906255207287,0.31749472541443824,0.38834976777096414,0.4910786946614583,True,False,[5],sgd,500,0.9988920937558098,0.9975998803543639,0.9962877840277093,0.9942810224785447,0.9945403841918212,0.9907514939640707,0.11271163076162338,0.11479857563972473,0.04298565909266472,0.0032903109677135944,0.9477705359458923,250,3,64,False,0.01001951432120969,[5],0.33813489228487015,0.11479857563972473,0.04298565909266472,9.870932903140784e-06,0.009477705359458924
8,7.982177734375,6,0.997772216796875,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_3/checkpoints/step_1000.npz,1000,temp_003_hier_x3,0.002227783203125,6.479179859161377,True,0.004992293229931333,0.05,0.0009398879667495974,0.0006163706814665826,0.001520646119953506,0.0004540376432079496,0.0014613508185536972,0.2903916108736605,0.2639674029197359,0.28787576896854555,0.4104014625439965,0.4109415690104167,True,True,[],sgd,1000,0.9988752153615216,0.997935327394772,0.9973189567133054,0.9957983105933519,0.9953442729501439,0.9938829221315902,0.1129637211561203,0.11454793810844421,0.01483502984046936,0.0009448829223401845,0.9735567569732666,250,3,64,True,0.08964433823944917,[],0.3388911634683609,0.11454793810844421,0.01483502984046936,2.8346487670205536e-06,0.009735567569732666
8,7.998748779296875,7,0.9998435974121094,32,temp_003_hier_x3,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_convergence_v12/runs/temp_003_hier_x3/seed_4/checkpoints/step_500.npz,500,temp_003_hier_x3,0.000156402587890625,7.760531425476074,True,0.003256911517724892,0.05,0.0015095116818367726,-0.0010542368788380996,0.0038929000187305496,0.002251100607839285,-0.0033423639118436155,0.33370518607870825,0.30526289295394854,0.3472459206047841,0.31755673622954383,0.49757588704427086,True,False,"[3, 6]",sgd,500,0.9993807718731589,0.9978712601913221,0.9989254970701602,0.9950325970514297,0.9927814964435904,0.996123860355434,0.1129693016409874,0.11487597227096558,0.0447874441742897,0.003700853791087866,0.9401033520698547,250,4,64,False,0.009613120886893926,"[3, 6]",0.3389079049229622,0.11487597227096558,0.0447874441742897,1.1102561373263597e-05,0.009401033520698548
