config_name,checkpoint_update,metric,mean,std,standard_error,ci95_low,ci95_high,seed_count
hier_x3,500,mean_boundary_f1,0.31408649435335684,0.013170245997668209,0.00588991306623613,0.3029606559575879,0.32522128305841946,5
hier_x3,500,mean_boundary_auprc,0.3462390213265218,0.01760779380887151,0.007874444778087327,0.33120560051279657,0.3612724421402471,5
hier_x3,500,mean_factor_probe_accuracy,0.4954608154296875,0.005630731157547084,0.0025181395262602714,0.49082784016927083,0.5000937906901042,5
hier_x3,500,effective_rank,7.643038272857666,0.15678984778767865,0.07011855156701889,7.497321701049804,7.770385837554931,5
hier_x3,500,dead_feature_ratio,0.00016937255859375,2.6930790092045274e-05,1.204381546671821e-05,0.000142669677734375,0.000188446044921875,5
hier_x3,500,topk_utilization_entropy,0.010283846260221333,0.001445351526980087,0.0006463808531421191,0.008848245452224276,0.011301019900279968,5
hier_x3,1000,prefix_nrmse_l1,0.9989010720011484,0.0002691961320932066,0.00012038817012808453,0.9986677259909003,0.9991624485175128,5
hier_x3,1000,prefix_nrmse_l2,0.9980450104470784,0.0002889469995253797,0.0001292210265666697,0.99782488437288,0.9983407976793369,5
hier_x3,1000,prefix_nrmse_l3,0.9971412298725074,0.00039803259222351614,0.00017800558669444724,0.9967764466805611,0.9974659489701587,5
hier_x3,1000,prefix_nrmse_l4,0.9963599104435105,0.0006135644579643989,0.0002743943673172416,0.995921286485767,0.9969204675447025,5
hier_x3,1000,prefix_nrmse_l5,0.9955032656569676,0.0004849349943027595,0.00021686952238588868,0.9950848758894448,0.9959236879012895,5
hier_x3,1000,prefix_nrmse_l6,0.9947000484996741,0.0006466282648071858,0.0002891809512563205,0.9941473562000089,0.9952528000062721,5
hier_x3,1000,full_prefix_gain,0.00420102350147431,0.0007586262618160086,0.00033926797818742963,0.003573147233953722,0.004870874833324157,5
hier_x3,1000,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
hier_x3,1000,strict_monotonic_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
hier_x3,1000,nondegrading_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
hier_x3,1000,mean_boundary_f1,0.2784157350408857,0.011359707920672571,0.0050802158230333315,0.26900938068701596,0.2885703114904766,5
hier_x3,1000,mean_boundary_auprc,0.30818646532652616,0.013231349501301526,0.005917239383793631,0.29668621139916257,0.31968671925388964,5
hier_x3,1000,mean_factor_probe_accuracy,0.41785441080729163,0.008791775663771392,0.003931801605424234,0.41054545084635413,0.42547790527343754,5
hier_x3,1000,effective_rank,7.1386106491088865,0.41976778865823744,0.18772586204091682,6.749175357818603,7.50039644241333,5
hier_x3,1000,dead_feature_ratio,0.0010345458984375,0.000767577000245879,0.00034327087010303163,0.0004241943359375,0.001775360107421875,5
hier_x3,1000,topk_utilization_entropy,0.04578683650902713,0.02875355186457853,0.012858979312752683,0.022591004356105487,0.07316103367160458,5
temp_003_hier_x3,500,prefix_nrmse_l1,0.9988895310676718,0.00031100982713627376,0.00013908782302943337,0.9986309823451147,0.9991636326561698,5
temp_003_hier_x3,500,prefix_nrmse_l2,0.9978026508440688,0.0006762469189953498,0.0003024268160896792,0.9972137853176504,0.9984279997708742,5
temp_003_hier_x3,500,prefix_nrmse_l3,0.9966678041680073,0.001273545001164248,0.0005695466390016615,0.9956855699889913,0.9978184688156795,5
temp_003_hier_x3,500,prefix_nrmse_l4,0.9949093582625588,0.0009856990950312997,0.00044081803637000227,0.9940760957960613,0.9957243315307641,5
temp_003_hier_x3,500,prefix_nrmse_l5,0.9938645414718419,0.0010273762094399298,0.0004594566085547488,0.9930028066564456,0.9947258874655895,5
temp_003_hier_x3,500,prefix_nrmse_l6,0.992847578450128,0.0018409844259699238,0.0008233132643974357,0.9914497469499741,0.9946204991251284,5
temp_003_hier_x3,500,full_prefix_gain,0.006041952617543656,0.0017098391135711912,0.0007646632977066333,0.0045431335310412765,0.00742423125175673,5
temp_003_hier_x3,500,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
temp_003_hier_x3,500,strict_monotonic_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
temp_003_hier_x3,500,nondegrading_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
temp_003_hier_x3,500,mean_boundary_f1,0.3135739042222084,0.012707481259326005,0.005682958383731515,0.30271219194491966,0.32443561649949715,5
temp_003_hier_x3,500,mean_boundary_auprc,0.34539878606856644,0.01743067493309784,0.007795234808821673,0.3305064332652199,0.36029113887191305,5
temp_003_hier_x3,500,mean_factor_probe_accuracy,0.4954518636067709,0.005636921343001213,0.002520907861354024,0.4908233642578125,0.5000803629557292,5
temp_003_hier_x3,500,effective_rank,7.643448352813721,0.1567816217777394,0.07011487278353734,7.4979963302612305,7.7708393096923825,5
temp_003_hier_x3,500,dead_feature_ratio,0.00014801025390625,2.8587332145988762e-05,1.2784643594759162e-05,0.0001190185546875,0.000168609619140625,5
temp_003_hier_x3,500,topk_utilization_entropy,0.009138736945806894,0.0015663569650906837,0.0007004961301946067,0.00754703780662728,0.010259988583395302,5
temp_003_hier_x3,1000,prefix_nrmse_l1,0.9988844233651071,0.0002724813990724939,0.00012185738618606889,0.9986478960868255,0.9991490164969274,5
temp_003_hier_x3,1000,prefix_nrmse_l2,0.9980275841677397,0.00029147827383047584,0.0001303530468498484,0.9978055670064329,0.9983251917922621,5
temp_003_hier_x3,1000,prefix_nrmse_l3,0.9971234854663658,0.00040385137254837463,0.00018060782436495163,0.9967483649206819,0.9974517393062762,5
temp_003_hier_x3,1000,prefix_nrmse_l4,0.9963415828048958,0.0006171769670106188,0.00027600993047657775,0.9958985152342898,0.9969041370354645,5
temp_003_hier_x3,1000,prefix_nrmse_l5,0.9954853798611355,0.000483120282691321,0.00021605795868134174,0.9950684570116504,0.9959039463657712,5
temp_003_hier_x3,1000,prefix_nrmse_l6,0.9946824808306453,0.0006454206462234248,0.0002886408878074841,0.9941302657211851,0.995234782099448,5
temp_003_hier_x3,1000,full_prefix_gain,0.004201942534461711,0.000759058612226037,0.0003394613311688143,0.0035743843937444454,0.004873826343110688,5
temp_003_hier_x3,1000,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
temp_003_hier_x3,1000,strict_monotonic_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
temp_003_hier_x3,1000,nondegrading_pass,0.4,0.48989794855663565,0.21908902300206645,0.0,0.8,5
temp_003_hier_x3,1000,mean_boundary_f1,0.2778873317858867,0.011561947441860518,0.005170660086455983,0.2682878807291406,0.28823087693676397,5
temp_003_hier_x3,1000,mean_boundary_auprc,0.30776658039318877,0.012965079400743271,0.005798159774748838,0.2964782650132757,0.319054895773102,5
temp_003_hier_x3,1000,mean_factor_probe_accuracy,0.4179380289713541,0.008789624664789338,0.003930839649435552,0.4106329345703125,0.4255586751302083,5
temp_003_hier_x3,1000,effective_rank,7.146143817901612,0.41724512817249054,0.18659769397486028,6.759128665924072,7.504729175567627,5
temp_003_hier_x3,1000,dead_feature_ratio,0.001001739501953125,0.0007365729003539368,0.00032940541511511633,0.000418853759765625,0.00172119140625,5
temp_003_hier_x3,1000,topk_utilization_entropy,0.044623896386902166,0.027693240422463017,0.01238479362037446,0.022390176465908036,0.07134131252704239,5
temp_003,500,prefix_nrmse_l1,0.9999129449940085,0.00023593940161475014,0.00010551530811624099,0.9997763634367945,1.0001490657769303,5
temp_003,500,prefix_nrmse_l2,0.9997639025866452,0.000755120078761132,0.0003376999654569773,0.9990556993012817,1.0003842675268646,5
temp_003,500,prefix_nrmse_l3,1.0000196588628172,0.0010783738268912656,0.0004822634364170921,0.9992876667620487,1.001074178521036,5
temp_003,500,prefix_nrmse_l4,0.9992713892739445,0.0006793694561474304,0.00030382325715654334,0.998689641392908,0.9999449167377442,5
temp_003,500,prefix_nrmse_l5,0.9990036502215135,0.0008439413419432124,0.00037742204192148346,0.9982762709593933,0.9997050137806051,5
temp_003,500,prefix_nrmse_l6,0.9989995322467813,0.0016542895115139507,0.0007398207604420229,0.9977993281863451,1.0005642742764196,5
temp_003,500,full_prefix_gain,0.0009134127472273601,0.001454093978801177,0.000650290596454514,-0.00041937949535537645,0.002018161092950965,5
temp_003,500,end_to_end_pass,0.8,0.4,0.17888543819998318,0.4,1.0,5
temp_003,500,strict_monotonic_pass,0.0,0.0,0.0,0.0,0.0,5
temp_003,500,nondegrading_pass,0.0,0.0,0.0,0.0,0.0,5
temp_003,500,mean_boundary_f1,0.3074059285016332,0.014212619163449606,0.006356076517557902,0.2953828864817939,0.3199143534501227,5
temp_003,500,mean_boundary_auprc,0.33994275949792946,0.016853310890070784,0.007537029759227151,0.32570655386145714,0.354169249971655,5
temp_003,500,mean_factor_probe_accuracy,0.4925435384114583,0.00708203846184784,0.003167183883991964,0.4866111246744792,0.49847595214843754,5
temp_003,500,effective_rank,7.641913318634034,0.16519184642884194,0.07387603958871929,7.48098087310791,7.773872756958008,5
temp_003,500,dead_feature_ratio,0.000156402587890625,1.4675433396660878e-05,6.563053334840871e-06,0.00014417648315429685,0.00016937255859375,5
temp_003,500,topk_utilization_entropy,0.00960768095084521,0.0007820120049113459,0.0003497264004405337,0.008955213500786931,0.010296912208235665,5
temp_003,1000,prefix_nrmse_l1,0.9997759560577493,0.00012971462649290108,5.801014450282439e-05,0.9996670683224511,0.9999019696192935,5
temp_003,1000,prefix_nrmse_l2,0.9995686964453748,0.0002130561799072256,9.528162025979625e-05,0.9994072117452584,0.9997842450283474,5
temp_003,1000,prefix_nrmse_l3,0.9995040106620294,0.00027302521508431796,0.00012210058810000718,0.9992840613249442,0.9997512305356455,5
temp_003,1000,prefix_nrmse_l4,0.9993535543577622,0.0004045187017622228,0.0001809062630620588,0.9990895740618808,0.9997578051562478,5
temp_003,1000,prefix_nrmse_l5,0.9988435087234556,0.0003092684880295255,0.00013830907250651978,0.9985817137819764,0.9991051326717783,5
temp_003,1000,prefix_nrmse_l6,0.9986363374796376,0.0004652865817351878,0.00020808248515567839,0.9982733737962691,0.9990654728636287,5
temp_003,1000,full_prefix_gain,0.001139618578111623,0.0004503865139898102,0.0002014189722860751,0.0007419954213622626,0.0014932302171475904,5
temp_003,1000,end_to_end_pass,1.0,0.0,0.0,1.0,1.0,5
temp_003,1000,strict_monotonic_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
temp_003,1000,nondegrading_pass,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
temp_003,1000,mean_boundary_f1,0.25838726649758154,0.003797698182627624,0.0016983822588765554,0.2550806656840395,0.2616945159294106,5
temp_003,1000,mean_boundary_auprc,0.2903408962630741,0.004675973449108496,0.00209115889863815,0.2863875215972945,0.2942942709288536,5
temp_003,1000,mean_factor_probe_accuracy,0.3950124104817708,0.00970898082249377,0.004341988222267577,0.3864237467447917,0.4026694742838542,5
temp_003,1000,effective_rank,6.957705497741699,0.5112955385257656,0.2286583161471949,6.524014091491699,7.463106346130371,5
temp_003,1000,dead_feature_ratio,0.001696014404296875,0.0011405360484385107,0.0005100632270195006,0.00078125,0.002811431884765625,5
temp_003,1000,topk_utilization_entropy,0.06901723371303595,0.038305043329490265,0.017130536153163022,0.03778181791742684,0.10594762813673567,5
