method,metric,mean,std,stderr,ci95_low,ci95_high,seed_count
flat_sae,factor_slow_accuracy,0.49166259765625,0.0669517200237984,0.02994171943674941,0.442169189453125,0.56082763671875,5
flat_sae,factor_context_accuracy,0.549761962890625,0.04766617343331731,0.021316960804838407,0.5054727172851563,0.586248779296875,5
flat_sae,boundary_precision,0.1805658056580566,0.02215337179502391,0.0099072890529,0.16248001230012296,0.20190651906519066,5
flat_sae,boundary_recall,0.3276785714285715,0.04020243586909472,0.017979075892874327,0.2948577008928571,0.36640625,5
flat_sae,boundary_f1,0.23283108643933384,0.028565727627842107,0.012774981760519753,0.2095103092783505,0.26034892942109444,5
flat_sae,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
flat_sae,false_change_rate,0.8194341943419434,0.022153371795023875,0.009907289052899984,0.7980934809348095,0.8375199876998771,5
flat_sae,revisit_similarity,0.2853140439047047,0.11667055535083175,0.052176658547422324,0.18136439316605038,0.38522031159273956,5
flat_sae,same_macro_distant_similarity,0.2853140439047047,0.11667055535083175,0.052176658547422324,0.18136439316605038,0.38522031159273956,5
flat_sae,different_macro_similarity,-0.015487884181884367,0.016493572500297437,0.0073761498604972475,-0.029843972201528506,-0.0011317961622402234,5
flat_sae,nuisance_sensitivity,0.491131591796875,0.022794744165829477,0.01019411949690229,0.4724365234375,0.511431884765625,5
flat_sae,effective_rank,7.704474846522014,0.03897029130192592,0.017428044090815026,7.671365690231323,7.738672288258871,5
flat_sae,alive_feature_ratio,0.9998933156331381,7.095747084724823e-06,3.1733145665181325e-06,0.9998882198333741,0.9999003092447918,5
flat_sae,dead_feature_ratio,0.00010668436686196436,7.095747084724823e-06,3.1733145665181325e-06,9.969075520830373e-05,0.00011178016662597656,5
flat_sae,topk_utilization_entropy,0.007263553591690191,0.0011048157655473832,0.0004940886308754837,0.0063652196677875155,0.008161887515592867,5
flat_sae,active_count_audit,7.999090576171875,0.0001572765957852188,7.033623188910122e-05,7.99896240234375,7.99921875,5
flat_sae,learning_rate,0.05,0.0,0.0,0.05,0.05,5
flat_sae,batch_size,32.0,0.0,0.0,32.0,32.0,5
flat_sae,sequence_length,64.0,0.0,0.0,64.0,64.0,5
flat_sae,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
flat_sae,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
flat_sae,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
flat_sae,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
flat_sae,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
flat_sae,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
flat_sae,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
flat_sae,initial_loss,0.20255378186702727,0.0017294065310658143,0.0007734141128390525,0.20111231803894042,0.20404810309410096,5
flat_sae,final_loss,0.1755718469619751,0.0016128951144509622,0.0007213086232979309,0.17429886162281036,0.17716127634048462,5
flat_sae,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
flat_sae,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
flat_sae,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
flat_sae,wall_clock_seconds,28.479000000000003,0.49893606804880336,0.22313099291671704,28.0068,28.891200000000005,5
flat_mh,prefix_nrmse_l1,1.00160463729189,0.0007998593522880194,0.00035770797683099264,1.0010199555747783,1.0023714466039126,5
flat_mh,prefix_nrmse_l6,1.0086951535269457,0.0037754603964807796,0.0016884372185778662,1.0055422518002008,1.0118480552536906,5
flat_mh,marginal_prefix_gain_l6,-0.0031630994581628435,0.0040283695344065385,0.0018015416234844395,-0.006516580134411987,0.0002306949535536784,5
flat_mh,prefix_reconstruction_improves,0.0,0.0,0.0,0.0,0.0,5
flat_mh,predictive_utility_per_active_feature,0.9927567242939688,0.0005224840025432619,0.0002336619493685813,0.9923413163474752,0.9932206970936452,5
flat_mh,factor_probe_accuracy,0.5614044189453125,0.03674158257664357,0.01643133524845938,0.5312814712524414,0.5930038452148437,5
flat_mh,factor_fast_accuracy,0.524249267578125,0.05096967146325276,0.022794330036532865,0.476239013671875,0.56260986328125,5
flat_mh,factor_mid_accuracy,0.550537109375,0.02231788692306467,0.009980862454825244,0.531494140625,0.5695887756347656,5
flat_mh,factor_slow_accuracy,0.50162353515625,0.06625549763685139,0.029630359319815273,0.45130615234375,0.566241455078125,5
flat_mh,factor_context_accuracy,0.669207763671875,0.06599128488867452,0.029512199786726173,0.6071299743652344,0.721527099609375,5
flat_mh,boundary_precision,0.20854858548585486,0.02463281976257512,0.01101613189332364,0.18995079950799507,0.23191881918819188,5
flat_mh,boundary_recall,0.37845982142857143,0.04470196979235172,0.01999132863676812,0.3447098214285714,0.4208705357142857,5
flat_mh,boundary_f1,0.26891356066613803,0.03176285878980741,0.014204782282747215,0.24493259318001587,0.29904837430610626,5
flat_mh,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
flat_mh,false_change_rate,0.7914514145141451,0.02463281976257513,0.011016131893323643,0.7680811808118082,0.810049200492005,5
flat_mh,revisit_similarity,0.4043239573853201,0.11071255052970658,0.04951215778936085,0.3075845179886456,0.491396423428548,5
flat_mh,same_macro_distant_similarity,0.4043239573853201,0.11071255052970658,0.04951215778936085,0.3075845179886456,0.491396423428548,5
flat_mh,different_macro_similarity,0.08661109384767571,0.08230034335001914,0.03680583246044311,0.029952609191485548,0.1666079602030347,5
flat_mh,nuisance_sensitivity,0.4031005859375,0.024150041823716207,0.010800227035458486,0.386370849609375,0.4260646057128906,5
flat_mh,effective_rank,7.710719919204712,0.031121937167517703,0.013918153419609369,7.686184247334799,7.737957890828452,5
flat_mh,alive_feature_ratio,0.9999225616455079,6.090255744838896e-06,2.7236451691636767e-06,0.9999174753824869,0.9999276510874431,5
flat_mh,dead_feature_ratio,7.74383544921875e-05,6.090255744838896e-06,2.7236451691636767e-06,7.234891255697373e-05,8.252461751303563e-05,5
flat_mh,topk_utilization_entropy,0.005485234857005853,0.0003636026322162605,0.00016260804048668268,0.005171170103292681,0.005797591172046778,5
flat_mh,active_count_audit,7.9993408203125,4.958519534079566e-05,2.2175173491924986e-05,7.999298095703125,7.999383544921875,5
flat_mh,learning_rate,0.05,0.0,0.0,0.05,0.05,5
flat_mh,batch_size,32.0,0.0,0.0,32.0,32.0,5
flat_mh,sequence_length,64.0,0.0,0.0,64.0,64.0,5
flat_mh,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
flat_mh,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
flat_mh,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
flat_mh,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
flat_mh,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
flat_mh,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
flat_mh,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
flat_mh,initial_loss,0.11588111370801926,9.593849183557124e-05,4.290499788062917e-05,0.1157930389046669,0.1159606546163559,5
flat_mh,final_loss,0.11538374274969102,0.00010976158794508102,4.908687439270452e-05,0.11528686881065368,0.11547103062272071,5
flat_mh,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
flat_mh,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
flat_mh,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
flat_mh,wall_clock_seconds,28.6776,0.1813996692389494,0.08112439830285367,28.5262,28.8358,5
flat_partition_dim_matched,prefix_nrmse_l1,1.0009415373177555,0.0006090184506486189,0.00027236133104038254,1.000499729882765,1.001525246980746,5
flat_partition_dim_matched,prefix_nrmse_l6,1.0041605563984606,0.003856557205292407,0.0017247048140300867,1.0009745518104576,1.0076009740605776,5
flat_partition_dim_matched,marginal_prefix_gain_l6,-0.002212642612058069,0.004313813268026999,0.0019291959419097777,-0.006032302771175768,0.0015416601626850658,5
flat_partition_dim_matched,prefix_reconstruction_improves,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
flat_partition_dim_matched,predictive_utility_per_active_feature,0.990786454367206,0.0004450807785310277,0.0001990461752547814,0.9903857370579577,0.991134493367724,5
flat_partition_dim_matched,factor_probe_accuracy,0.5604568481445312,0.03423152888553397,0.015308805112360314,0.5322672271728516,0.590362548828125,5
flat_partition_dim_matched,factor_fast_accuracy,0.52337646484375,0.04969914042076817,0.022226131280829026,0.47664794921875,0.560748291015625,5
flat_partition_dim_matched,factor_mid_accuracy,0.55120849609375,0.02104215670162946,0.009410338555609245,0.5323486328125,0.5682904052734374,5
flat_partition_dim_matched,factor_slow_accuracy,0.499786376953125,0.0667487735332011,0.029850959006995297,0.450115966796875,0.565704345703125,5
flat_partition_dim_matched,factor_context_accuracy,0.6674560546875,0.061323736118794145,0.027424808519176565,0.6090400695800782,0.714794921875,5
flat_partition_dim_matched,boundary_precision,0.20793357933579334,0.023907370363341875,0.010691701059139256,0.18948339483394835,0.23075030750307501,5
flat_partition_dim_matched,boundary_recall,0.37734375,0.043385473449546755,0.019402573573839767,0.3438616071428572,0.41875,5
flat_partition_dim_matched,boundary_f1,0.2681205392545599,0.030827426019662076,0.013786444030262033,0.24432989690721651,0.29754163362410785,5
flat_partition_dim_matched,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
flat_partition_dim_matched,false_change_rate,0.7920664206642065,0.023907370363341843,0.010691701059139242,0.7692496924969251,0.8105166051660516,5
flat_partition_dim_matched,revisit_similarity,0.41060075294246534,0.11310440421423132,0.05058182727552698,0.31225939706845346,0.5006967326906312,5
flat_partition_dim_matched,same_macro_distant_similarity,0.41060075294246534,0.11310440421423132,0.05058182727552698,0.31225939706845346,0.5006967326906312,5
flat_partition_dim_matched,different_macro_similarity,0.0992106433852866,0.07833765246369725,0.03503366322131619,0.04391099814163955,0.17725519709586662,5
flat_partition_dim_matched,nuisance_sensitivity,0.40350341796875,0.023677817753820666,0.010589042011278877,0.385394287109375,0.42480834960937497,5
flat_partition_dim_matched,effective_rank,7.7093343257904055,0.03195034580387568,0.014288629024418235,7.683622105916342,7.736872577667237,5
flat_partition_dim_matched,alive_feature_ratio,0.9999284108479818,6.638985942698723e-06,2.9690447739079735e-06,0.9999221801757813,0.9999338785807291,5
flat_partition_dim_matched,dead_feature_ratio,7.158915201823656e-05,6.638985942698723e-06,2.9690447739079735e-06,6.612141927082593e-05,7.781982421875e-05,5
flat_partition_dim_matched,topk_utilization_entropy,0.00474760890055656,0.0010426847976540287,0.00046630281733200425,0.003976259172872558,0.005733536327071821,5
flat_partition_dim_matched,active_count_audit,7.9994384765625,0.0001413066028172635,6.31942339137929e-05,7.99930419921875,7.999542236328125,5
flat_partition_dim_matched,learning_rate,0.05,0.0,0.0,0.05,0.05,5
flat_partition_dim_matched,batch_size,32.0,0.0,0.0,32.0,32.0,5
flat_partition_dim_matched,sequence_length,64.0,0.0,0.0,64.0,64.0,5
flat_partition_dim_matched,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
flat_partition_dim_matched,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
flat_partition_dim_matched,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
flat_partition_dim_matched,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,initial_loss,0.11485594511032104,0.0003144764115736146,0.00014063812671976077,0.11460244953632355,0.11511040329933167,5
flat_partition_dim_matched,final_loss,0.11425305753946305,0.00032060971203421606,0.00014338102207102788,0.11399467289447784,0.1145416334271431,5
flat_partition_dim_matched,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
flat_partition_dim_matched,wall_clock_seconds,26.841999999999995,0.5132839370173207,0.2295475549858899,26.5226,27.361,5
matryoshka_only,prefix_nrmse_l1,1.0003873074052076,0.0002793534526695375,0.00012493066198367118,1.000163222419679,1.0006564603545425,5
matryoshka_only,prefix_nrmse_l6,1.0018667384304176,0.002516864453095892,0.001125576001455049,0.9999835514706383,1.0043766705401946,5
matryoshka_only,marginal_prefix_gain_l6,-0.0008742124555716658,0.003216641806878823,0.0014385259478897597,-0.0039642841386572595,0.001590846101223331,5
matryoshka_only,prefix_reconstruction_improves,0.2,0.4,0.17888543819998318,0.0,0.6,5
matryoshka_only,predictive_utility_per_active_feature,0.992759304533908,0.00032417423842405273,0.00014497512673408122,0.9924963644550255,0.9930223621319365,5
matryoshka_only,factor_probe_accuracy,0.5269882202148437,0.031527051290134674,0.014099325962972715,0.5019790649414062,0.553753662109375,5
matryoshka_only,factor_fast_accuracy,0.52740478515625,0.04753266162143011,0.02125725250740262,0.4822021484375,0.561431884765625,5
matryoshka_only,factor_mid_accuracy,0.53912353515625,0.01874756201152768,0.008384164614033717,0.5234072875976563,0.5550689697265625,5
matryoshka_only,factor_slow_accuracy,0.49166259765625,0.0669517200237984,0.02994171943674941,0.442169189453125,0.56082763671875,5
matryoshka_only,factor_context_accuracy,0.549761962890625,0.04766617343331731,0.021316960804838407,0.5054727172851563,0.586248779296875,5
matryoshka_only,boundary_precision,0.1805658056580566,0.02215337179502391,0.0099072890529,0.16248001230012296,0.20190651906519066,5
matryoshka_only,boundary_recall,0.3276785714285715,0.04020243586909472,0.017979075892874327,0.2948577008928571,0.36640625,5
matryoshka_only,boundary_f1,0.23283108643933384,0.028565727627842107,0.012774981760519753,0.2095103092783505,0.26034892942109444,5
matryoshka_only,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
matryoshka_only,false_change_rate,0.8194341943419434,0.022153371795023875,0.009907289052899984,0.7980934809348095,0.8375199876998771,5
matryoshka_only,revisit_similarity,0.2853140439047047,0.11667055535083175,0.052176658547422324,0.18136439316605038,0.38522031159273956,5
matryoshka_only,same_macro_distant_similarity,0.2853140439047047,0.11667055535083175,0.052176658547422324,0.18136439316605038,0.38522031159273956,5
matryoshka_only,different_macro_similarity,-0.015487884181884367,0.016493572500297437,0.0073761498604972475,-0.029843972201528506,-0.0011317961622402234,5
matryoshka_only,nuisance_sensitivity,0.491131591796875,0.022794744165829477,0.01019411949690229,0.4724365234375,0.511431884765625,5
matryoshka_only,effective_rank,7.704474846522014,0.03897029130192592,0.017428044090815026,7.671365690231323,7.738672288258871,5
matryoshka_only,alive_feature_ratio,0.9998933156331381,7.095747084724823e-06,3.1733145665181325e-06,0.9998882198333741,0.9999003092447918,5
matryoshka_only,dead_feature_ratio,0.00010668436686196436,7.095747084724823e-06,3.1733145665181325e-06,9.969075520830373e-05,0.00011178016662597656,5
matryoshka_only,topk_utilization_entropy,0.007263553591690191,0.0011048157655473832,0.0004940886308754837,0.0063652196677875155,0.008161887515592867,5
matryoshka_only,active_count_audit,7.999090576171875,0.0001572765957852188,7.033623188910122e-05,7.99896240234375,7.99921875,5
matryoshka_only,learning_rate,0.05,0.0,0.0,0.05,0.05,5
matryoshka_only,batch_size,32.0,0.0,0.0,32.0,32.0,5
matryoshka_only,sequence_length,64.0,0.0,0.0,64.0,64.0,5
matryoshka_only,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
matryoshka_only,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
matryoshka_only,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
matryoshka_only,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,initial_loss,0.20255378186702727,0.0017294065310658143,0.0007734141128390525,0.20111231803894042,0.20404810309410096,5
matryoshka_only,final_loss,0.1755718469619751,0.0016128951144509622,0.0007213086232979309,0.17429886162281036,0.17716127634048462,5
matryoshka_only,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
matryoshka_only,wall_clock_seconds,27.4698,0.2507137012610204,0.11212257578204327,27.283800000000003,27.708999999999996,5
dense_multistride_no_sparse,prefix_nrmse_l1,1.0053005991456434,0.0015775591585183268,0.000705505903394869,1.004037671083816,1.0067284229338676,5
dense_multistride_no_sparse,prefix_nrmse_l6,1.0097502564176373,0.006167126117969292,0.0027580226451187446,1.0041825424953135,1.0144038329705707,5
dense_multistride_no_sparse,marginal_prefix_gain_l6,-0.003109176964997151,0.006593572964680766,0.0029487354727262024,-0.008503236953291294,0.002915010479793949,5
dense_multistride_no_sparse,prefix_reconstruction_improves,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
dense_multistride_no_sparse,predictive_utility_per_active_feature,0.9873447552014722,0.001303153931772753,0.0005827881553179997,0.9861449649957938,0.9883967549077891,5
dense_multistride_no_sparse,factor_probe_accuracy,0.641021728515625,0.024773778675013333,0.011079170635372896,0.62198486328125,0.6628463745117188,5
dense_multistride_no_sparse,factor_fast_accuracy,0.5234130859375,0.05009644415803815,0.022403810913679104,0.476007080078125,0.561212158203125,5
dense_multistride_no_sparse,factor_mid_accuracy,0.551556396484375,0.021090791636102744,0.009432088759521949,0.533001708984375,0.5688784790039062,5
dense_multistride_no_sparse,factor_slow_accuracy,0.500164794921875,0.06543344686155905,0.02926272703691326,0.4506517028808594,0.56439208984375,5
dense_multistride_no_sparse,factor_context_accuracy,0.98895263671875,0.013442873656556796,0.0060118358618004315,0.975634765625,0.99912109375,5
dense_multistride_no_sparse,boundary_precision,0.39464944649446493,0.018128186508585418,0.008107171468398313,0.3784532595325953,0.40978013530135304,5
dense_multistride_no_sparse,boundary_recall,0.7161830357142858,0.032897802748839196,0.014712344651356776,0.6867912946428572,0.7436411830357142,5
dense_multistride_no_sparse,boundary_f1,0.5088818398096748,0.023375441128437664,0.0104538150734462,0.4879976209357652,0.5283921490880253,5
dense_multistride_no_sparse,boundary_detection_delay,0.0,0.0,0.0,0.0,0.0,5
dense_multistride_no_sparse,false_change_rate,0.605350553505535,0.018128186508585446,0.008107171468398325,0.590219864698647,0.6215467404674047,5
dense_multistride_no_sparse,revisit_similarity,0.8080646513915266,0.029111164389633386,0.013018908495878284,0.7831895777030599,0.8346761967243463,5
dense_multistride_no_sparse,same_macro_distant_similarity,0.8080646513915266,0.029111164389633386,0.013018908495878284,0.7831895777030599,0.8346761967243463,5
dense_multistride_no_sparse,different_macro_similarity,-0.019903464967899874,0.029085692693093544,0.013007517206885219,-0.044428402594315075,0.003433092958137532,5
dense_multistride_no_sparse,nuisance_sensitivity,0.154351806640625,0.023501082641438242,0.010510003666219245,0.13378952026367188,0.174578857421875,5
dense_multistride_no_sparse,effective_rank,7.574597771962483,0.028846202888383667,0.01290041411023533,7.551651477813721,7.601312208175659,5
dense_multistride_no_sparse,alive_feature_ratio,0.9999338785807292,7.554855742122045e-06,3.3786341999179027e-06,0.9999267578125,0.9999399820963542,5
dense_multistride_no_sparse,dead_feature_ratio,6.612141927082593e-05,7.554855742122046e-06,3.3786341999179027e-06,6.0017903645848136e-05,7.32421874999778e-05,5
dense_multistride_no_sparse,topk_utilization_entropy,0.0019278237219102895,0.001021436509080389,0.0004568002938007662,0.0010624479268560305,0.0027673894890893696,5
dense_multistride_no_sparse,active_count_audit,7.99979248046875,0.00011803637454720284,5.2787471461034304e-05,7.99969482421875,7.99989013671875,5
dense_multistride_no_sparse,learning_rate,0.05,0.0,0.0,0.05,0.05,5
dense_multistride_no_sparse,batch_size,32.0,0.0,0.0,32.0,32.0,5
dense_multistride_no_sparse,sequence_length,64.0,0.0,0.0,64.0,64.0,5
dense_multistride_no_sparse,optimizer_updates,250.0,0.0,0.0,250.0,250.0,5
dense_multistride_no_sparse,lambda_hier,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,lambda_sdyn,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,lambda_temp,0.01,0.0,0.0,0.01,0.01,5
dense_multistride_no_sparse,lambda_vc,0.01,0.0,0.0,0.01,0.01,5
dense_multistride_no_sparse,lambda_sparse,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,development_candidate_only,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,initial_loss,1.1378262281417846,0.0061701521705065316,0.0027593759369540956,1.1325202941894532,1.1430151224136353,5
dense_multistride_no_sparse,final_loss,0.9593984127044678,0.013186758492857158,0.0058972976785802555,0.9467376232147217,0.9682389974594117,5
dense_multistride_no_sparse,checkpoint_load_pass,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,model_derived_metrics,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,no_evaluation_label_leak_training,1.0,0.0,0.0,1.0,1.0,5
dense_multistride_no_sparse,wall_clock_seconds,36.3444,1.6075376947368913,0.718912712364999,35.00602,37.7462,5
hts_no_temp,prefix_nrmse_l1,1.004613904766928,0.0015575906837162557,0.0006965757299819844,1.003295817052144,1.0059319924817118,5
hts_no_temp,prefix_nrmse_l6,1.0067771670296235,0.005055265790529528,0.002260783590390647,1.0024153657764845,1.011490586769007,5
hts_no_temp,marginal_prefix_gain_l6,-0.001456525895369798,0.0046803812492660435,0.0020931301267948523,-0.005127603163617644,0.0026997124216791013,5
hts_no_temp,prefix_reconstruction_improves,0.2,0.4000000000000001,0.1788854381999832,0.0,0.6,5
hts_no_temp,predictive_utility_per_active_feature,0.9886841561650455,0.0009378464011648656,0.0004194176610916355,0.9878495416536567,0.989418650899192,5
hts_no_temp,factor_probe_accuracy,0.6286239624023438,0.027061189446310828,0.01210213183079018,0.6062225341796875,0.6529342651367187,5
hts_no_temp,factor_fast_accuracy,0.5276123046875,0.047973529534071004,0.021454414631755313,0.482281494140625,0.5617765808105469,5
hts_no_temp,factor_mid_accuracy,0.538751220703125,0.019394898348711793,0.008673662224883598,0.52252197265625,0.5556820678710938,5
hts_no_temp,factor_slow_accuracy,0.491583251953125,0.06568826396218407,0.029376684708678647,0.442620849609375,0.559051513671875,5
hts_no_temp,factor_context_accuracy,0.956549072265625,0.034194367662170246,0.015292186108046646,0.925006103515625,0.98291015625,5
