dataset_manifest_hash,method,seed,prefix_nrmse_l1,prefix_nrmse_l6,marginal_prefix_gain_l6,prefix_reconstruction_improves,predictive_utility_per_active_feature,factor_probe_accuracy,factor_fast_accuracy,factor_mid_accuracy,factor_slow_accuracy,factor_context_accuracy,boundary_precision,boundary_recall,boundary_f1,boundary_detection_delay,false_change_rate,revisit_similarity,same_macro_distant_similarity,different_macro_similarity,nuisance_sensitivity,effective_rank,alive_feature_ratio,dead_feature_ratio,topk_utilization_entropy,active_count_audit,run_id,optimizer,learning_rate,batch_size,sequence_length,optimizer_updates,checkpoint_schedule,evaluation_schedule,lambda_hier,lambda_sdyn,lambda_temp,lambda_vc,lambda_sparse,development_candidate_only,initial_loss,final_loss,checkpoint_path,checkpoint_load_pass,model_derived_metrics,no_evaluation_label_leak_training,wall_clock_seconds,config_hash,code_commit,artifact_origin
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_mh,0,1.0009983582995738,1.0054120142216567,-0.002642926787283395,False,0.9926455797549713,0.5208892822265625,0.433013916015625,0.531158447265625,0.476837158203125,0.642547607421875,0.25,0.4536830357142857,0.3223632038065028,0.0,0.75,0.42858568674523545,0.42858568674523545,0.056828945533869024,0.381744384765625,7.693614721298218,0.9999256134033203,7.43865966796875e-05,0.005352752830896412,7.999359130859375,synthetic_full_v9_flat_mh_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11594478785991669,0.11541946977376938,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_0/checkpoints/final.npz,True,True,True,28.702,f60c5c265f762b51,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_mh,1,1.0030739589542386,1.0059983395939192,-0.001302817628223707,False,0.9934399811140565,0.5249710083007812,0.551025390625,0.548828125,0.445892333984375,0.55413818359375,0.17988929889298894,0.32645089285714285,0.23195876288659795,0.0,0.8201107011070111,0.5433502576748005,0.5433502576748005,0.24412540370113744,0.449127197265625,7.674295584360759,0.999914805094401,8.519490559899534e-05,0.006019599807934973,7.999267578125,synthetic_full_v9_flat_mh_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11583390831947327,0.11521225422620773,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_1/checkpoints/final.npz,True,True,True,28.728,6c677119000ab071,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_mh,2,1.0016369978572741,1.0134670732507205,-0.006844409805251361,False,0.9931563166850353,0.5607070922851562,0.506195068359375,0.523162841796875,0.52239990234375,0.691070556640625,0.21986469864698646,0.3989955357142857,0.28350515463917525,0.0,0.7801353013530136,0.25621929542486666,0.25621929542486666,0.03143753009161082,0.39801025390625,7.762452602386475,0.9999173482259115,8.265177408850466e-05,0.005576403605532558,7.99932861328125,synthetic_full_v9_flat_mh_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11572783440351486,0.11533661186695099,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_2/checkpoints/final.npz,True,True,True,28.461,b74035ca87ce45b1,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_mh,3,1.0007891899263794,1.0054444454818858,0.0031002340670811535,False,0.9919145184747596,0.580657958984375,0.575958251953125,0.58447265625,0.4420166015625,0.720184326171875,0.19034440344403444,0.34542410714285715,0.24544012688342587,0.0,0.8096555965559655,0.29844915617412965,0.29844915617412965,0.08563406979159265,0.38543701171875,7.695100625356038,0.9999319712320963,6.802876790368284e-05,0.004901014435132763,7.999420166015625,synthetic_full_v9_flat_mh_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11600819230079651,0.1155480146408081,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_3/checkpoints/final.npz,True,True,True,28.52,5de3fc44131e99f8,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_mh,4,1.0015246814219847,1.013153895086546,-0.008125577137136908,False,0.9926272254410212,0.6197967529296875,0.5550537109375,0.5650634765625,0.6209716796875,0.73809814453125,0.20264452644526446,0.3677455357142857,0.2613005551149881,0.0,0.7973554735547356,0.4950153909075681,0.4950153909075681,0.015029520120168536,0.40118408203125,7.72813606262207,0.9999230702718099,7.692972819006716e-05,0.005576403605532558,7.99932861328125,synthetic_full_v9_flat_mh_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11589084565639496,0.11540236324071884,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_mh/seed_4/checkpoints/final.npz,True,True,True,28.977,66f9c6de2a1291ce,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_partition_dim_matched,0,1.0004969551100913,1.001382673151717,-0.0016917276453041197,False,0.9908081074404069,0.5236053466796875,0.434906005859375,0.537567138671875,0.4722900390625,0.649658203125,0.24846248462484624,0.45089285714285715,0.32038065027755747,0.0,0.7515375153751538,0.43691157489256527,0.43691157489256527,0.06047204427873669,0.378204345703125,7.690130313237508,0.9999370574951172,6.29425048828125e-05,0.003977455856369191,7.999542236328125,synthetic_full_v9_flat_partition_dim_matched_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11444398015737534,0.11394539475440979,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_0/checkpoints/final.npz,True,True,True,26.596,e319e67872643440,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_partition_dim_matched,1,1.0020592228201481,1.0011743884640874,-0.00037291530835692477,True,0.9913520839859353,0.526763916015625,0.551116943359375,0.553314208984375,0.445465087890625,0.557159423828125,0.18173431734317344,0.32979910714285715,0.2343378271213323,0.0,0.8182656826568265,0.5475631826120703,0.5475631826120703,0.2474973511629548,0.44671630859375,7.671305576960246,0.9999300638834635,6.993611653649534e-05,0.004442835640995895,7.999481201171875,synthetic_full_v9_flat_partition_dim_matched_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11473995447158813,0.11398743838071823,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_1/checkpoints/final.npz,True,True,True,26.49,782380fcb79e59b1,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_partition_dim_matched,2,1.0009516113331947,1.0080973579160517,-0.005288327894148237,False,0.9909797527484203,0.5575180053710938,0.504547119140625,0.52117919921875,0.51739501953125,0.68695068359375,0.21924969249692497,0.3978794642857143,0.2827121332275972,0.0,0.7807503075030751,0.25106312092782856,0.25106312092782856,0.04429988949427264,0.400238037109375,7.761530160903931,0.999932607014974,6.739298502600466e-05,0.0037417742553142548,7.99957275390625,synthetic_full_v9_flat_partition_dim_matched_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11535220593214035,0.11474945396184921,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_2/checkpoints/final.npz,True,True,True,26.765,80d53318b45f712f,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_partition_dim_matched,3,1.000304841868298,1.0005706544861979,0.00445651467197683,False,0.9899911569752163,0.579071044921875,0.573974609375,0.583343505859375,0.44189453125,0.717071533203125,0.18911439114391143,0.3431919642857143,0.24385408406026965,0.0,0.8108856088560885,0.31112958429702253,0.31112958429702253,0.10854234827001093,0.386749267578125,7.695238749186198,0.9999179840087891,8.20159912109375e-05,0.004901014435132763,7.999420166015625,synthetic_full_v9_flat_partition_dim_matched_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11469216644763947,0.11406859010457993,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_3/checkpoints/final.npz,True,True,True,27.85,c80e608e38562157,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,flat_partition_dim_matched,4,1.0008950554570457,1.0095777079742494,-0.008166756884457893,False,0.9908011706860514,0.615325927734375,0.552337646484375,0.560638427734375,0.62188720703125,0.7264404296875,0.2011070110701107,0.36495535714285715,0.2593180015860428,0.0,0.7988929889298892,0.5063363019828402,0.5063363019828402,0.03524158372045789,0.405609130859375,7.728466828664144,0.9999243418375651,7.565816243493284e-05,0.006674964314970696,7.999176025390625,synthetic_full_v9_flat_partition_dim_matched_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.11505141854286194,0.11451441049575806,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/flat_partition_dim_matched/seed_4/checkpoints/final.npz,True,True,True,26.509,acf055cc85d3f17d,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,matryoshka_only,0,1.000014816265922,1.0001122867837222,0.0008324318020667132,False,0.9928993718601534,0.4887847900390625,0.439453125,0.52850341796875,0.452117919921875,0.535064697265625,0.21709717097170972,0.3939732142857143,0.2799365582870738,0.0,0.7829028290282903,0.3761930044285387,0.3761930044285387,0.0019944872148436386,0.4703369140625,7.6977667808532715,0.9998874664306641,0.0001125335693359375,0.008583751151210685,7.9989013671875,synthetic_full_v9_matryoshka_only_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.20029132068157196,0.17507724463939667,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_0/checkpoints/final.npz,True,True,True,27.262,ad6425bd5536f01d,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,matryoshka_only,1,1.000539725491429,1.0010795690029815,-0.001726898330784099,False,0.9931830499125142,0.49990081787109375,0.54632568359375,0.5364990234375,0.45208740234375,0.464691162109375,0.16420664206642066,0.29799107142857145,0.2117367168913561,0.0,0.8357933579335793,0.32462735356522715,0.32462735356522715,-0.018753524813669556,0.524871826171875,7.666125774383545,0.9998963673909506,0.00010363260904944216,0.008375419116459405,7.998931884765625,synthetic_full_v9_matryoshka_only_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.20165914297103882,0.17364144325256348,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_1/checkpoints/final.npz,True,True,True,27.937,0f375f6ed188cc06,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,matryoshka_only,2,1.0003084649791139,1.0023670105023774,-0.0005919809598773362,False,0.9929228756893848,0.5325241088867188,0.522613525390625,0.512115478515625,0.51422119140625,0.581146240234375,0.19403444034440345,0.3521205357142857,0.2501982553528945,0.0,0.8059655596555966,0.11471159882132602,0.11471159882132602,-0.03788340566057708,0.4755859375,7.759223620096843,0.9998893737792969,0.000110626220703125,0.006891097042624155,7.9991455078125,synthetic_full_v9_matryoshka_only_seed2,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.2044459879398346,0.17549273371696472,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_2/checkpoints/final.npz,True,True,True,27.416,7676b7d35fdb8143,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,matryoshka_only,3,1.0002390072937184,0.9993068073913829,0.0034243699322593635,True,0.9922633883255644,0.5349502563476562,0.57940673828125,0.566253662109375,0.427276611328125,0.566864013671875,0.1565190651906519,0.28404017857142855,0.20182394924662964,0.0,0.843480934809348,0.18649416493773513,0.18649416493773513,0.00455278478639058,0.47265625,7.66068434715271,0.9998874664306641,0.0001125335693359375,0.006891097042624155,7.9991455078125,synthetic_full_v9_matryoshka_only_seed3,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.2016606628894806,0.17510715126991272,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_3/checkpoints/final.npz,True,True,True,27.487,5550944eabfd73d5,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,matryoshka_only,4,1.000834522995855,1.0064680184716246,-0.00630898472152297,False,0.9925278368819228,0.5787811279296875,0.549224853515625,0.55224609375,0.61260986328125,0.601043701171875,0.17097170971709716,0.31026785714285715,0.2204599524187153,0.0,0.8290282902829028,0.4245440977706967,0.4245440977706967,-0.02734976243640942,0.51220703125,7.738573710123698,0.9999059041341146,9.409586588537966e-05,0.005576403605532558,7.99932861328125,synthetic_full_v9_matryoshka_only_seed4,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,0.20471179485321045,0.1785406619310379,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/matryoshka_only/seed_4/checkpoints/final.npz,True,True,True,27.247,09ebc25a7e2f381b,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,dense_multistride_no_sparse,0,1.0035700600303323,1.0127778868787123,-0.011259744729907428,False,0.9851145403311271,0.6104049682617188,0.434478759765625,0.537445068359375,0.472503662109375,0.9971923828125,0.4108241082410824,0.7455357142857143,0.5297383029341792,0.0,0.5891758917589176,0.8024342761494148,0.8024342761494148,-0.029481418587431446,0.133575439453125,7.568725347518921,0.9999306996663412,6.930033365881716e-05,0.003263695062680449,7.9996337890625,synthetic_full_v9_dense_multistride_no_sparse_seed0,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.136272668838501,0.9712773561477661,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/dense_multistride_no_sparse/seed_0/checkpoints/final.npz,True,True,True,38.445,03f53e1de94d7206,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
5670241265b225d4cdab4e78131192fc24822c8dd4cb5b5617b3364be3dae9eb,dense_multistride_no_sparse,1,1.0038832381945069,0.9986632191945196,0.008479669942962897,True,0.987803985693056,0.6285858154296875,0.551727294921875,0.55279541015625,0.444915771484375,0.96490478515625,0.37761377613776137,0.6852678571428571,0.4869151467089611,0.0,0.6223862238622386,0.8004137155450423,0.8004137155450423,0.012592427996050303,0.184112548828125,7.5459489822387695,0.9999211629231771,7.883707682287966e-05,0.002775391991127611,7.99969482421875,synthetic_full_v9_dense_multistride_no_sparse_seed1,sgd,0.05,32,64,250,"initial,1,100,200,final",final_model_derived,1.0,1.0,0.01,0.01,1.0,True,1.1458079814910889,0.9664903879165649,/mnt/disk1/backup_user/dat.tt2/xuance/external_baselines/dreamerv3-official/paper_artifacts/synthetic_full_v9/runs/dense_multistride_no_sparse/seed_1/checkpoints/final.npz,True,True,True,35.05,720f3270e998ae94,e3f02248693a79dc8b0ebd62c93683888ddaccfe,native_writer
